Year_Month,Card_type,Travel_Mode,Trip,DATE
Apr-22,Employee,Bus,45399,1/04/2022
Apr-22,Free Travel,Bus,20971,1/04/2022
Apr-22,On Demand,Bus,19661,1/04/2022
Apr-22,School Student,Bus,574559,1/04/2022
Apr-22,Senior/Pensioner,Bus,2488231,1/04/2022
Apr-22,Adult,Ferry,424839,1/04/2022
Apr-22,CTP,Ferry,352454,1/04/2022
Apr-22,Child/Youth,Ferry,120905,1/04/2022
Apr-22,Concession,Ferry,18312,1/04/2022
Apr-22,Day Pass Child/Youth w/o SAF,Ferry,63,1/04/2022
Apr-22,Day Pass without SAF,Ferry,28,1/04/2022
Apr-22,Employee,Ferry,3903,1/04/2022
Apr-22,Free Travel,Ferry,1305,1/04/2022
Apr-22,School Student,Ferry,3866,1/04/2022
Apr-22,Senior/Pensioner,Ferry,141577,1/04/2022
Apr-22,Sgl Trip Ferry Adult,Ferry,12096,1/04/2022
Apr-22,Sgl Trip Ferry Child/Youth,Ferry,8094,1/04/2022
Apr-22,Adult,Light Rail,951394,1/04/2022
Apr-22,CTP,Light Rail,615146,1/04/2022
Apr-22,Child/Youth,Light Rail,125332,1/04/2022
Apr-22,Concession,Light Rail,174463,1/04/2022
Apr-22,Day Pass without SAF,Light Rail,6,1/04/2022
Apr-22,Employee,Light Rail,6552,1/04/2022
Apr-22,Free Travel,Light Rail,2358,1/04/2022
Apr-22,School Student,Light Rail,13166,1/04/2022
Apr-22,Senior/Pensioner,Light Rail,278917,1/04/2022
Apr-22,Sgl Trip LR Adult,Light Rail,1659,1/04/2022
Apr-22,Sgl Trip LR Child/Youth,Light Rail,896,1/04/2022
Apr-22,Adult,Metro,604787,1/04/2022
Apr-22,CTP,Metro,316827,1/04/2022
Apr-22,Child/Youth,Metro,126592,1/04/2022
Apr-22,Concession,Metro,124694,1/04/2022
Apr-22,Day Pass without SAF,Metro,2,1/04/2022
Apr-22,Employee,Metro,7373,1/04/2022
Apr-22,Free Travel,Metro,931,1/04/2022
Apr-22,School Student,Metro,53990,1/04/2022
Apr-22,Senior/Pensioner,Metro,96771,1/04/2022
Apr-22,Sgl Trip Rail Adult,Metro,2836,1/04/2022
Apr-22,Sgl Trip Rail Child/Youth,Metro,3682,1/04/2022
Apr-22,Adult,Train,8524511,1/04/2022
Apr-22,CTP,Train,4535313,1/04/2022
Apr-22,Child/Youth,Train,832396,1/04/2022
Apr-22,Concession,Train,953331,1/04/2022
Apr-22,Day Pass Child/Youth w/o SAF,Train,2,1/04/2022
Apr-22,Day Pass without SAF,Train,477,1/04/2022
Apr-22,Employee,Train,187612,1/04/2022
Apr-22,Free Travel,Train,16992,1/04/2022
Apr-22,School Student,Train,398546,1/04/2022
Apr-22,Senior/Pensioner,Train,1792395,1/04/2022
Apr-22,Sgl Trip Rail Adult,Train,59034,1/04/2022
Apr-22,Sgl Trip Rail Child/Youth,Train,31540,1/04/2022
May-22,Adult,Bus,5632116,1/05/2022
May-22,Adult Single Bus Trip 1,Bus,106,1/05/2022
May-22,Adult Single Bus Trip 2,Bus,34,1/05/2022
May-22,Adult Single Bus Trip 3,Bus,16,1/05/2022
May-22,CTP,Bus,3857044,1/05/2022
May-22,Child/Youth,Bus,550795,1/05/2022
May-22,Child/Youth Single Bus Trip 1,Bus,2,1/05/2022
May-22,Child/Youth Single Bus Trip 2,Bus,4,1/05/2022
May-22,Concession,Bus,756242,1/05/2022
May-22,Day Pass Child/Youth w/o SAF,Bus,17,1/05/2022
May-22,Day Pass without SAF,Bus,555,1/05/2022
May-22,Employee,Bus,54714,1/05/2022
May-22,Free Travel,Bus,25184,1/05/2022
May-22,On Demand,Bus,21803,1/05/2022
May-22,School Student,Bus,1453409,1/05/2022
May-22,Senior/Pensioner,Bus,2859536,1/05/2022
May-22,Adult,Ferry,285457,1/05/2022
May-22,CTP,Ferry,326216,1/05/2022
May-22,Child/Youth,Ferry,47597,1/05/2022
May-22,Concession,Ferry,15636,1/05/2022
May-22,Day Pass without SAF,Ferry,22,1/05/2022
May-22,Employee,Ferry,4405,1/05/2022
May-22,Free Travel,Ferry,1576,1/05/2022
May-22,School Student,Ferry,10250,1/05/2022
May-22,Senior/Pensioner,Ferry,140823,1/05/2022
May-22,Sgl Trip Ferry Adult,Ferry,16156,1/05/2022
May-22,Sgl Trip Ferry Child/Youth,Ferry,7719,1/05/2022
May-22,Adult,Light Rail,941120,1/05/2022
May-22,CTP,Light Rail,714401,1/05/2022
May-22,Child/Youth,Light Rail,58003,1/05/2022
May-22,Concession,Light Rail,147144,1/05/2022
May-22,Day Pass without SAF,Light Rail,25,1/05/2022
May-22,Employee,Light Rail,7314,1/05/2022
May-22,Free Travel,Light Rail,2750,1/05/2022
May-22,School Student,Light Rail,34231,1/05/2022
May-22,Senior/Pensioner,Light Rail,306419,1/05/2022
May-22,Sgl Trip LR Adult,Light Rail,2277,1/05/2022
May-22,Sgl Trip LR Child/Youth,Light Rail,915,1/05/2022
May-22,Adult,Metro,682645,1/05/2022
May-22,CTP,Metro,386701,1/05/2022
May-22,Child/Youth,Metro,76054,1/05/2022
May-22,Concession,Metro,160565,1/05/2022
May-22,Day Pass without SAF,Metro,11,1/05/2022
May-22,Employee,Metro,9020,1/05/2022
May-22,Free Travel,Metro,1291,1/05/2022
May-22,School Student,Metro,132269,1/05/2022
May-22,Senior/Pensioner,Metro,106441,1/05/2022
May-22,Sgl Trip Rail Adult,Metro,4086,1/05/2022
May-22,Sgl Trip Rail Child/Youth,Metro,4230,1/05/2022
May-22,Adult,Train,9530862,1/05/2022
May-22,CTP,Train,5491488,1/05/2022
May-22,Child/Youth,Train,514081,1/05/2022
May-22,Concession,Train,1075324,1/05/2022
May-22,Day Pass Child/Youth w/o SAF,Train,62,1/05/2022
May-22,Day Pass without SAF,Train,579,1/05/2022
May-22,Employee,Train,221741,1/05/2022
May-22,Free Travel,Train,20779,1/05/2022
May-22,School Student,Train,1012990,1/05/2022
May-22,Senior/Pensioner,Train,2003021,1/05/2022
May-22,Sgl Trip Rail Adult,Train,81255,1/05/2022
May-22,Sgl Trip Rail Child/Youth,Train,34097,1/05/2022
Jun-22,Adult,Bus,5574794,1/06/2022
Jun-22,Adult Single Bus Trip 1,Bus,93,1/06/2022
Jun-22,Adult Single Bus Trip 2,Bus,39,1/06/2022
Jun-22,Adult Single Bus Trip 3,Bus,8,1/06/2022
Jun-22,CTP,Bus,3877626,1/06/2022
Jun-22,Child/Youth,Bus,568172,1/06/2022
Jun-22,Child/Youth Single Bus Trip 1,Bus,4,1/06/2022
Jun-22,Child/Youth Single Bus Trip 2,Bus,2,1/06/2022
Jun-22,Concession,Bus,663253,1/06/2022
Jun-22,Day Pass Child/Youth w/o SAF,Bus,15,1/06/2022
Jun-22,Day Pass without SAF,Bus,665,1/06/2022
Jun-22,Employee,Bus,55746,1/06/2022
Jun-22,Free Travel,Bus,25494,1/06/2022
Jun-22,On Demand,Bus,19223,1/06/2022
Jun-22,School Student,Bus,1333603,1/06/2022
Jun-22,Senior/Pensioner,Bus,2859395,1/06/2022
Jun-22,Adult,Ferry,346291,1/06/2022
Jun-22,CTP,Ferry,406455,1/06/2022
Jun-22,Child/Youth,Ferry,81404,1/06/2022
Jun-22,Concession,Ferry,18557,1/06/2022
Jun-22,Day Pass without SAF,Ferry,16,1/06/2022
Jun-22,Employee,Ferry,5103,1/06/2022
Jun-22,Free Travel,Ferry,1857,1/06/2022
Jun-22,School Student,Ferry,8959,1/06/2022
Jun-22,Senior/Pensioner,Ferry,170352,1/06/2022
Jun-22,Sgl Trip Ferry Adult,Ferry,23803,1/06/2022
Jun-22,Sgl Trip Ferry Child/Youth,Ferry,16354,1/06/2022
Jun-22,Adult,Light Rail,974646,1/06/2022
Jun-22,CTP,Light Rail,765968,1/06/2022
Jun-22,Child/Youth,Light Rail,82612,1/06/2022
Jun-22,Concession,Light Rail,238148,1/06/2022
Jun-22,Day Pass without SAF,Light Rail,29,1/06/2022
Jun-22,Employee,Light Rail,8092,1/06/2022
Jun-22,Free Travel,Light Rail,2926,1/06/2022
Jun-22,School Student,Light Rail,30928,1/06/2022
Jun-22,Senior/Pensioner,Light Rail,337616,1/06/2022
Jun-22,Sgl Trip LR Adult,Light Rail,2940,1/06/2022
Jun-22,Sgl Trip LR Child/Youth,Light Rail,1753,1/06/2022
Jun-22,Adult,Metro,675361,1/06/2022
Jun-22,CTP,Metro,382184,1/06/2022
Jun-22,Child/Youth,Metro,87208,1/06/2022
Jun-22,Concession,Metro,113875,1/06/2022
Jun-22,Day Pass without SAF,Metro,5,1/06/2022
Jun-22,Employee,Metro,9548,1/06/2022
Jun-22,Free Travel,Metro,1147,1/06/2022
Jun-22,School Student,Metro,127005,1/06/2022
Jun-22,Senior/Pensioner,Metro,114975,1/06/2022
Jun-22,Sgl Trip Rail Adult,Metro,4440,1/06/2022
Jun-22,Sgl Trip Rail Child/Youth,Metro,5245,1/06/2022
Jun-22,Adult,Train,9599430,1/06/2022
Jun-22,CTP,Train,5787575,1/06/2022
Jun-22,Child/Youth,Train,658677,1/06/2022
Jun-22,Concession,Train,926877,1/06/2022
Jun-22,Day Pass Child/Youth w/o SAF,Train,196,1/06/2022
Jun-22,Day Pass without SAF,Train,752,1/06/2022
Jun-22,Employee,Train,223849,1/06/2022
Jun-22,Free Travel,Train,20476,1/06/2022
Jun-22,School Student,Train,928372,1/06/2022
Jun-22,Senior/Pensioner,Train,2065840,1/06/2022
Jun-22,Sgl Trip Rail Adult,Train,96650,1/06/2022
Jun-22,Sgl Trip Rail Child/Youth,Train,53636,1/06/2022
Jul-22,Adult,Bus,5385400,1/07/2022
Jul-22,Adult Single Bus Trip 1,Bus,85,1/07/2022
Jul-22,Adult Single Bus Trip 2,Bus,40,1/07/2022
Jul-22,Adult Single Bus Trip 3,Bus,18,1/07/2022
Jul-22,CTP,Bus,3838227,1/07/2022
Jul-22,Child/Youth,Bus,677145,1/07/2022
Jul-22,Child/Youth Single Bus Trip 1,Bus,1,1/07/2022
Jul-22,Child/Youth Single Bus Trip 3,Bus,1,1/07/2022
Jul-22,Concession,Bus,619503,1/07/2022
Jul-22,Day Pass Child/Youth w/o SAF,Bus,2,1/07/2022
Jul-22,Day Pass without SAF,Bus,591,1/07/2022
Jul-22,Employee,Bus,51073,1/07/2022
Jul-22,Free Travel,Bus,22670,1/07/2022
Jul-22,On Demand,Bus,18983,1/07/2022
Jul-22,School Student,Bus,649786,1/07/2022
Jul-22,Senior/Pensioner,Bus,2590620,1/07/2022
Jul-22,Adult,Ferry,257423,1/07/2022
Jul-22,CTP,Ferry,289461,1/07/2022
Jul-22,Child/Youth,Ferry,71905,1/07/2022
Jul-22,Concession,Ferry,12041,1/07/2022
Jul-22,Day Pass without SAF,Ferry,7,1/07/2022
Jul-22,Employee,Ferry,3361,1/07/2022
Jul-22,Free Travel,Ferry,1202,1/07/2022
Jul-22,School Student,Ferry,3722,1/07/2022
Jul-22,Senior/Pensioner,Ferry,104607,1/07/2022
Jul-22,Sgl Trip Ferry Adult,Ferry,21046,1/07/2022
Jul-22,Sgl Trip Ferry Child/Youth,Ferry,15127,1/07/2022
Jul-22,Adult,Light Rail,941788,1/07/2022
Jul-22,CTP,Light Rail,741452,1/07/2022
Jul-22,Child/Youth,Light Rail,107183,1/07/2022
Jul-22,Concession,Light Rail,191810,1/07/2022
Jul-22,Day Pass Child/Youth w/o SAF,Light Rail,4,1/07/2022
Jul-22,Day Pass without SAF,Light Rail,29,1/07/2022
Jul-22,Employee,Light Rail,7201,1/07/2022
Jul-22,Free Travel,Light Rail,2344,1/07/2022
Jul-22,School Student,Light Rail,14828,1/07/2022
Jul-22,Senior/Pensioner,Light Rail,275890,1/07/2022
Jul-22,Sgl Trip LR Adult,Light Rail,3443,1/07/2022
Jul-22,Sgl Trip LR Child/Youth,Light Rail,2392,1/07/2022
Jul-22,Adult,Metro,602643,1/07/2022
Jul-22,CTP,Metro,341982,1/07/2022
Jul-22,Child/Youth,Metro,113396,1/07/2022
Jul-22,Concession,Metro,102727,1/07/2022
Jul-22,Day Pass without SAF,Metro,8,1/07/2022
Jul-22,Employee,Metro,7928,1/07/2022
Jul-22,Free Travel,Metro,990,1/07/2022
Jul-22,School Student,Metro,64043,1/07/2022
Jul-22,Senior/Pensioner,Metro,94024,1/07/2022
Jul-22,Sgl Trip Rail Adult,Metro,3943,1/07/2022
Jul-22,Sgl Trip Rail Child/Youth,Metro,5458,1/07/2022
Jul-22,Adult,Train,8505857,1/07/2022
Jul-22,CTP,Train,5029629,1/07/2022
Jul-22,Child/Youth,Train,657340,1/07/2022
Jul-22,Concession,Train,821714,1/07/2022
Jul-22,Day Pass Child/Youth w/o SAF,Train,10,1/07/2022
Jul-22,Day Pass without SAF,Train,558,1/07/2022
Jul-22,Employee,Train,142520,1/07/2022
Jul-22,Free Travel,Train,16303,1/07/2022
Jul-22,School Student,Train,446561,1/07/2022
Jul-22,Senior/Pensioner,Train,1673035,1/07/2022
Jul-22,Sgl Trip Rail Adult,Train,78750,1/07/2022
Jul-22,Sgl Trip Rail Child/Youth,Train,46925,1/07/2022
Aug-22,Adult,Bus,6018740,1/08/2022
Aug-22,Adult Single Bus Trip 1,Bus,94,1/08/2022
Aug-22,Adult Single Bus Trip 2,Bus,52,1/08/2022
Aug-22,Adult Single Bus Trip 3,Bus,22,1/08/2022
Aug-22,CTP,Bus,4329612,1/08/2022
Aug-22,Child/Youth,Bus,556563,1/08/2022
Aug-22,Concession,Bus,898039,1/08/2022
Aug-22,Day Pass Child/Youth w/o SAF,Bus,9,1/08/2022
Aug-22,Day Pass without SAF,Bus,787,1/08/2022
Aug-22,Employee,Bus,55583,1/08/2022
Aug-22,Free Travel,Bus,26661,1/08/2022
Aug-22,On Demand,Bus,21070,1/08/2022
Aug-22,School Student,Bus,1558539,1/08/2022
Aug-22,Senior/Pensioner,Bus,2936059,1/08/2022
Aug-22,Adult,Ferry,294302,1/08/2022
Aug-22,CTP,Ferry,341515,1/08/2022
Aug-22,Child/Youth,Ferry,44986,1/08/2022
Aug-22,Concession,Ferry,16600,1/08/2022
Aug-22,Day Pass without SAF,Ferry,7,1/08/2022
Aug-22,Employee,Ferry,3470,1/08/2022
Aug-22,Free Travel,Ferry,1429,1/08/2022
Aug-22,School Student,Ferry,9400,1/08/2022
Aug-22,Senior/Pensioner,Ferry,137410,1/08/2022
Aug-22,Sgl Trip Ferry Adult,Ferry,21714,1/08/2022
Aug-22,Sgl Trip Ferry Child/Youth,Ferry,9912,1/08/2022
Aug-22,Adult,Light Rail,982069,1/08/2022
Aug-22,CTP,Light Rail,778397,1/08/2022
Aug-22,Child/Youth,Light Rail,61505,1/08/2022
Aug-22,Concession,Light Rail,172408,1/08/2022
Aug-22,Day Pass Child/Youth w/o SAF,Light Rail,5,1/08/2022
Aug-22,Day Pass without SAF,Light Rail,38,1/08/2022
Aug-22,Employee,Light Rail,7555,1/08/2022
Aug-22,Free Travel,Light Rail,2619,1/08/2022
Aug-22,School Student,Light Rail,33868,1/08/2022
Aug-22,Senior/Pensioner,Light Rail,307001,1/08/2022
Aug-22,Sgl Trip LR Adult,Light Rail,3200,1/08/2022
Aug-22,Sgl Trip LR Child/Youth,Light Rail,1261,1/08/2022
Aug-22,Adult,Metro,680455,1/08/2022
Aug-22,CTP,Metro,399797,1/08/2022
Aug-22,Child/Youth,Metro,68298,1/08/2022
Aug-22,Concession,Metro,186240,1/08/2022
Aug-22,Day Pass without SAF,Metro,3,1/08/2022
Aug-22,Employee,Metro,8780,1/08/2022
Aug-22,Free Travel,Metro,1041,1/08/2022
Aug-22,School Student,Metro,148403,1/08/2022
Aug-22,Senior/Pensioner,Metro,102663,1/08/2022
Aug-22,Sgl Trip Rail Adult,Metro,3449,1/08/2022
Aug-22,Sgl Trip Rail Child/Youth,Metro,3428,1/08/2022
Aug-22,Adult,Train,8832790,1/08/2022
Aug-22,CTP,Train,5206540,1/08/2022
Aug-22,Child/Youth,Train,416534,1/08/2022
Aug-22,Concession,Train,1138259,1/08/2022
Aug-22,Day Pass Child/Youth w/o SAF,Train,7,1/08/2022
Aug-22,Day Pass without SAF,Train,562,1/08/2022
Aug-22,Employee,Train,108228,1/08/2022
Aug-22,Free Travel,Train,15758,1/08/2022
Aug-22,School Student,Train,896023,1/08/2022
Aug-22,Senior/Pensioner,Train,1783567,1/08/2022
Aug-22,Sgl Trip Rail Adult,Train,68780,1/08/2022
Aug-22,Sgl Trip Rail Child/Youth,Train,24711,1/08/2022
Sep-22,Adult,Bus,5809458,1/09/2022
Sep-22,Adult Single Bus Trip 1,Bus,81,1/09/2022
Sep-22,Adult Single Bus Trip 2,Bus,48,1/09/2022
Sep-22,Adult Single Bus Trip 3,Bus,24,1/09/2022
Sep-22,CTP,Bus,4348438,1/09/2022
Sep-22,Child/Youth,Bus,623682,1/09/2022
Sep-22,Child/Youth Single Bus Trip 1,Bus,5,1/09/2022
Sep-22,Child/Youth Single Bus Trip 2,Bus,7,1/09/2022
Sep-22,Concession,Bus,747522,1/09/2022
Sep-22,Day Pass Child/Youth w/o SAF,Bus,6,1/09/2022
Sep-22,Day Pass without SAF,Bus,693,1/09/2022
Sep-22,Employee,Bus,53584,1/09/2022
Sep-22,Free Travel,Bus,24843,1/09/2022
Sep-22,On Demand,Bus,21062,1/09/2022
Sep-22,School Student,Bus,1050246,1/09/2022
Sep-22,Senior/Pensioner,Bus,2807482,1/09/2022
Sep-22,Adult,Ferry,302439,1/09/2022
Sep-22,CTP,Ferry,369608,1/09/2022
Sep-22,Child/Youth,Ferry,69066,1/09/2022
Sep-22,Concession,Ferry,14785,1/09/2022
Sep-22,Day Pass Child/Youth w/o SAF,Ferry,6,1/09/2022
Sep-22,Day Pass without SAF,Ferry,34,1/09/2022
Sep-22,Employee,Ferry,3624,1/09/2022
Sep-22,Free Travel,Ferry,1485,1/09/2022
Sep-22,School Student,Ferry,7475,1/09/2022
Sep-22,Senior/Pensioner,Ferry,135130,1/09/2022
Sep-22,Sgl Trip Ferry Adult,Ferry,24863,1/09/2022
Sep-22,Sgl Trip Ferry Child/Youth,Ferry,15116,1/09/2022
Sep-22,Adult,Light Rail,1017785,1/09/2022
Sep-22,CTP,Light Rail,839697,1/09/2022
Sep-22,Child/Youth,Light Rail,91882,1/09/2022
Sep-22,Concession,Light Rail,202936,1/09/2022
Sep-22,Day Pass without SAF,Light Rail,19,1/09/2022
Sep-22,Employee,Light Rail,7184,1/09/2022
Sep-22,Free Travel,Light Rail,2657,1/09/2022
Sep-22,School Student,Light Rail,26405,1/09/2022
Sep-22,Senior/Pensioner,Light Rail,305705,1/09/2022
Sep-22,Sgl Trip LR Adult,Light Rail,3426,1/09/2022
Sep-22,Sgl Trip LR Child/Youth,Light Rail,1837,1/09/2022
Sep-22,Adult,Metro,660673,1/09/2022
Sep-22,CTP,Metro,397176,1/09/2022
Sep-22,Child/Youth,Metro,88386,1/09/2022
Sep-22,Concession,Metro,132959,1/09/2022
Sep-22,Day Pass without SAF,Metro,4,1/09/2022
Sep-22,Employee,Metro,7222,1/09/2022
Sep-22,Free Travel,Metro,922,1/09/2022
Sep-22,School Student,Metro,103633,1/09/2022
Sep-22,Senior/Pensioner,Metro,106598,1/09/2022
Sep-22,Sgl Trip Rail Adult,Metro,3587,1/09/2022
Sep-22,Sgl Trip Rail Child/Youth,Metro,3904,1/09/2022
Sep-22,Adult,Train,8976720,1/09/2022
Sep-22,CTP,Train,5584493,1/09/2022
Sep-22,Child/Youth,Train,563286,1/09/2022
Sep-22,Concession,Train,1010931,1/09/2022
Sep-22,Day Pass Child/Youth w/o SAF,Train,11,1/09/2022
Sep-22,Day Pass without SAF,Train,661,1/09/2022
Sep-22,Employee,Train,118894,1/09/2022
Sep-22,Free Travel,Train,16554,1/09/2022
Sep-22,School Student,Train,632981,1/09/2022
Sep-22,Senior/Pensioner,Train,1849464,1/09/2022
Sep-22,Sgl Trip Rail Adult,Train,76159,1/09/2022
Sep-22,Sgl Trip Rail Child/Youth,Train,34558,1/09/2022
Oct-22,Adult,Bus,6136773,1/10/2022
Oct-22,Adult Single Bus Trip 1,Bus,134,1/10/2022
Oct-22,Adult Single Bus Trip 2,Bus,42,1/10/2022
Oct-22,Adult Single Bus Trip 3,Bus,22,1/10/2022
Oct-22,CTP,Bus,4854953,1/10/2022
Oct-22,Child/Youth,Bus,683823,1/10/2022
Oct-22,Concession,Bus,774831,1/10/2022
Oct-22,Day Pass Child/Youth w/o SAF,Bus,18,1/10/2022
Oct-22,Day Pass without SAF,Bus,788,1/10/2022
Oct-22,Employee,Bus,56671,1/10/2022
Oct-22,Free Travel,Bus,26586,1/10/2022
Oct-22,On Demand,Bus,20702,1/10/2022
Oct-22,School Student,Bus,1066215,1/10/2022
Oct-22,Senior/Pensioner,Bus,2961033,1/10/2022
Oct-22,Adult,Ferry,325122,1/10/2022
Oct-22,CTP,Ferry,390884,1/10/2022
Oct-22,Child/Youth,Ferry,70259,1/10/2022
Oct-22,Concession,Ferry,13911,1/10/2022
Oct-22,Day Pass Child/Youth w/o SAF,Ferry,45,1/10/2022
Oct-22,Day Pass without SAF,Ferry,11,1/10/2022
Oct-22,Employee,Ferry,3867,1/10/2022
Oct-22,Free Travel,Ferry,1684,1/10/2022
Oct-22,School Student,Ferry,6787,1/10/2022
Oct-22,Senior/Pensioner,Ferry,149758,1/10/2022
Oct-22,Sgl Trip Ferry Adult,Ferry,27587,1/10/2022
Oct-22,Sgl Trip Ferry Child/Youth,Ferry,12306,1/10/2022
Oct-22,Adult,Light Rail,1019352,1/10/2022
Oct-22,CTP,Light Rail,920500,1/10/2022
Oct-22,Child/Youth,Light Rail,85426,1/10/2022
Oct-22,Concession,Light Rail,190739,1/10/2022
Oct-22,Day Pass Child/Youth w/o SAF,Light Rail,45,1/10/2022
Oct-22,Day Pass without SAF,Light Rail,40,1/10/2022
Oct-22,Employee,Light Rail,7197,1/10/2022
Oct-22,Free Travel,Light Rail,2675,1/10/2022
Oct-22,School Student,Light Rail,20003,1/10/2022
Oct-22,Senior/Pensioner,Light Rail,320637,1/10/2022
Oct-22,Sgl Trip LR Adult,Light Rail,4414,1/10/2022
Oct-22,Sgl Trip LR Child/Youth,Light Rail,1665,1/10/2022
Oct-22,Adult,Metro,642145,1/10/2022
Oct-22,CTP,Metro,408491,1/10/2022
Oct-22,Child/Youth,Metro,90128,1/10/2022
Oct-22,Concession,Metro,144844,1/10/2022
Oct-22,Day Pass without SAF,Metro,12,1/10/2022
Oct-22,Employee,Metro,8227,1/10/2022
Oct-22,Free Travel,Metro,1069,1/10/2022
Oct-22,School Student,Metro,104338,1/10/2022
Oct-22,Senior/Pensioner,Metro,109339,1/10/2022
Oct-22,Sgl Trip Rail Adult,Metro,3953,1/10/2022
Oct-22,Sgl Trip Rail Child/Youth,Metro,4472,1/10/2022
Oct-22,Adult,Train,9482179,1/10/2022
Oct-22,CTP,Train,6285173,1/10/2022
Oct-22,Child/Youth,Train,605550,1/10/2022
Oct-22,Concession,Train,1046116,1/10/2022
Oct-22,Day Pass Child/Youth w/o SAF,Train,72,1/10/2022
Oct-22,Day Pass without SAF,Train,713,1/10/2022
Oct-22,Employee,Train,132850,1/10/2022
Oct-22,Free Travel,Train,17974,1/10/2022
Oct-22,School Student,Train,661274,1/10/2022
Oct-22,Senior/Pensioner,Train,2046978,1/10/2022
Oct-22,Sgl Trip Rail Adult,Train,92735,1/10/2022
Oct-22,Sgl Trip Rail Child/Youth,Train,38905,1/10/2022
Nov-22,Adult,Bus,6474148,1/11/2022
Nov-22,Adult Single Bus Trip 1,Bus,91,1/11/2022
Nov-22,Adult Single Bus Trip 2,Bus,36,1/11/2022
Nov-22,Adult Single Bus Trip 3,Bus,22,1/11/2022
Nov-22,CTP,Bus,5249541,1/11/2022
Nov-22,Child/Youth,Bus,627975,1/11/2022
Nov-22,Child/Youth Single Bus Trip 1,Bus,1,1/11/2022
Nov-22,Child/Youth Single Bus Trip 2,Bus,3,1/11/2022
Nov-22,Child/Youth Single Bus Trip 3,Bus,1,1/11/2022
Nov-22,Concession,Bus,683684,1/11/2022
Nov-22,Day Pass Child/Youth w/o SAF,Bus,11,1/11/2022
Nov-22,Day Pass without SAF,Bus,846,1/11/2022
Nov-22,Employee,Bus,60203,1/11/2022
Nov-22,Free Travel,Bus,29299,1/11/2022
Nov-22,On Demand,Bus,21311,1/11/2022
Nov-22,School Student,Bus,1430322,1/11/2022
Nov-22,Senior/Pensioner,Bus,3198927,1/11/2022
Nov-22,Adult,Ferry,371568,1/11/2022
Nov-22,CTP,Ferry,488778,1/11/2022
Nov-22,Child/Youth,Ferry,54727,1/11/2022
Nov-22,Concession,Ferry,16325,1/11/2022
Nov-22,Day Pass Child/Youth w/o SAF,Ferry,69,1/11/2022
Nov-22,Day Pass without SAF,Ferry,21,1/11/2022
Nov-22,Employee,Ferry,4163,1/11/2022
Nov-22,Free Travel,Ferry,1842,1/11/2022
Nov-22,School Student,Ferry,10021,1/11/2022
Nov-22,Senior/Pensioner,Ferry,172226,1/11/2022
Nov-22,Sgl Trip Ferry Adult,Ferry,31619,1/11/2022
Nov-22,Sgl Trip Ferry Child/Youth,Ferry,8872,1/11/2022
Nov-22,Adult,Light Rail,1063223,1/11/2022
Nov-22,CTP,Light Rail,956717,1/11/2022
Nov-22,Child/Youth,Light Rail,66409,1/11/2022
Nov-22,Concession,Light Rail,183694,1/11/2022
Nov-22,Day Pass Child/Youth w/o SAF,Light Rail,2,1/11/2022
Nov-22,Day Pass without SAF,Light Rail,44,1/11/2022
Nov-22,Employee,Light Rail,7874,1/11/2022
Nov-22,Free Travel,Light Rail,2913,1/11/2022
Nov-22,School Student,Light Rail,28666,1/11/2022
Nov-22,Senior/Pensioner,Light Rail,331749,1/11/2022
Nov-22,Sgl Trip LR Adult,Light Rail,3875,1/11/2022
Nov-22,Sgl Trip LR Child/Youth,Light Rail,967,1/11/2022
Nov-22,Adult,Metro,604879,1/11/2022
Nov-22,CTP,Metro,386998,1/11/2022
Nov-22,Child/Youth,Metro,74878,1/11/2022
Nov-22,Concession,Metro,96744,1/11/2022
Nov-22,Day Pass without SAF,Metro,11,1/11/2022
Nov-22,Employee,Metro,7755,1/11/2022
Nov-22,Free Travel,Metro,930,1/11/2022
Nov-22,School Student,Metro,112233,1/11/2022
Nov-22,Senior/Pensioner,Metro,104597,1/11/2022
Nov-22,Sgl Trip Rail Adult,Metro,4073,1/11/2022
Nov-22,Sgl Trip Rail Child/Youth,Metro,3742,1/11/2022
Nov-22,Adult,Train,8160819,1/11/2022
Nov-22,CTP,Train,5503863,1/11/2022
Nov-22,Child/Youth,Train,443403,1/11/2022
Nov-22,Concession,Train,706517,1/11/2022
Nov-22,Day Pass Child/Youth w/o SAF,Train,137,1/11/2022
Nov-22,Day Pass without SAF,Train,629,1/11/2022
Nov-22,Employee,Train,120096,1/11/2022
Nov-22,Free Travel,Train,16005,1/11/2022
Nov-22,School Student,Train,684882,1/11/2022
Nov-22,Senior/Pensioner,Train,1762103,1/11/2022
Nov-22,Sgl Trip Rail Adult,Train,81731,1/11/2022
Nov-22,Sgl Trip Rail Child/Youth,Train,25125,1/11/2022
Dec-22,Adult,Bus,6005060,1/12/2022
Dec-22,Adult Single Bus Trip 1,Bus,89,1/12/2022
Dec-22,Adult Single Bus Trip 2,Bus,26,1/12/2022
Dec-22,Adult Single Bus Trip 3,Bus,23,1/12/2022
Dec-22,CTP,Bus,5154068,1/12/2022
Dec-22,Child/Youth,Bus,779633,1/12/2022
Dec-22,Child/Youth Single Bus Trip 1,Bus,2,1/12/2022
Dec-22,Child/Youth Single Bus Trip 2,Bus,1,1/12/2022
Dec-22,Concession,Bus,540844,1/12/2022
