Year_Month,Card_type,Travel_Mode,Trip,DATE
Aug-21,Free Travel,Bus,8885,1/08/2021
Aug-21,On Demand,Bus,6463,1/08/2021
Aug-21,School Student,Bus,48228,1/08/2021
Aug-21,Senior/Pensioner,Bus,1080294,1/08/2021
Aug-21,Adult,Ferry,22078,1/08/2021
Aug-21,CTP,Ferry,20015,1/08/2021
Aug-21,Child/Youth,Ferry,1563,1/08/2021
Aug-21,Concession,Ferry,951,1/08/2021
Aug-21,Day Pass without SAF,Ferry,3,1/08/2021
Aug-21,Employee,Ferry,739,1/08/2021
Aug-21,Free Travel,Ferry,169,1/08/2021
Aug-21,School Student,Ferry,321,1/08/2021
Aug-21,Senior/Pensioner,Ferry,13459,1/08/2021
Aug-21,Sgl Trip Ferry Adult,Ferry,172,1/08/2021
Aug-21,Sgl Trip Ferry Child/Youth,Ferry,148,1/08/2021
Aug-21,Adult,Light Rail,153727,1/08/2021
Aug-21,CTP,Light Rail,75088,1/08/2021
Aug-21,Child/Youth,Light Rail,2399,1/08/2021
Aug-21,Concession,Light Rail,9962,1/08/2021
Aug-21,Day Pass without SAF,Light Rail,12,1/08/2021
Aug-21,Employee,Light Rail,1411,1/08/2021
Aug-21,Free Travel,Light Rail,401,1/08/2021
Aug-21,School Student,Light Rail,604,1/08/2021
Aug-21,Senior/Pensioner,Light Rail,42738,1/08/2021
Aug-21,Sgl Trip LR Adult,Light Rail,72,1/08/2021
Aug-21,Sgl Trip LR Child/Youth,Light Rail,52,1/08/2021
Aug-21,Adult,Metro,132635,1/08/2021
Aug-21,CTP,Metro,44113,1/08/2021
Aug-21,Child/Youth,Metro,3023,1/08/2021
Aug-21,Concession,Metro,11687,1/08/2021
Aug-21,Day Pass without SAF,Metro,4,1/08/2021
Aug-21,Employee,Metro,1519,1/08/2021
Aug-21,Free Travel,Metro,128,1/08/2021
Aug-21,School Student,Metro,705,1/08/2021
Aug-21,Senior/Pensioner,Metro,13021,1/08/2021
Aug-21,Sgl Trip Rail Adult,Metro,276,1/08/2021
Aug-21,Sgl Trip Rail Child/Youth,Metro,507,1/08/2021
Aug-21,Adult,Train,2672862,1/08/2021
Aug-21,CTP,Train,902288,1/08/2021
Aug-21,Child/Youth,Train,38935,1/08/2021
Aug-21,Concession,Train,122594,1/08/2021
Aug-21,Day Pass Child/Youth w/o SAF,Train,1,1/08/2021
Aug-21,Day Pass without SAF,Train,432,1/08/2021
Aug-21,Employee,Train,63791,1/08/2021
Aug-21,Free Travel,Train,4012,1/08/2021
Aug-21,School Student,Train,8871,1/08/2021
Aug-21,Senior/Pensioner,Train,419744,1/08/2021
Aug-21,Sgl Trip Rail Adult,Train,7516,1/08/2021
Aug-21,Sgl Trip Rail Child/Youth,Train,4843,1/08/2021
Sep-21,Adult,Bus,2026419,1/09/2021
Sep-21,Adult Single Bus Trip 1,Bus,47,1/09/2021
Sep-21,Adult Single Bus Trip 2,Bus,17,1/09/2021
Sep-21,Adult Single Bus Trip 3,Bus,8,1/09/2021
Sep-21,CTP,Bus,1072112,1/09/2021
Sep-21,Child/Youth,Bus,152734,1/09/2021
Sep-21,Child/Youth Single Bus Trip 1,Bus,1,1/09/2021
Sep-21,Concession,Bus,134804,1/09/2021
Sep-21,Day Pass Child/Youth w/o SAF,Bus,6,1/09/2021
Sep-21,Day Pass without SAF,Bus,424,1/09/2021
Sep-21,Employee,Bus,21387,1/09/2021
Sep-21,Free Travel,Bus,9912,1/09/2021
Sep-21,On Demand,Bus,7547,1/09/2021
Sep-21,School Student,Bus,21891,1/09/2021
Sep-21,Senior/Pensioner,Bus,1209858,1/09/2021
Sep-21,Adult,Ferry,28620,1/09/2021
Sep-21,CTP,Ferry,26730,1/09/2021
Sep-21,Child/Youth,Ferry,4618,1/09/2021
Sep-21,Concession,Ferry,1114,1/09/2021
Sep-21,Employee,Ferry,876,1/09/2021
Sep-21,Free Travel,Ferry,272,1/09/2021
Sep-21,School Student,Ferry,115,1/09/2021
Sep-21,Senior/Pensioner,Ferry,19998,1/09/2021
Sep-21,Sgl Trip Ferry Adult,Ferry,214,1/09/2021
Sep-21,Sgl Trip Ferry Child/Youth,Ferry,367,1/09/2021
Sep-21,Adult,Light Rail,181468,1/09/2021
Sep-21,CTP,Light Rail,95276,1/09/2021
Sep-21,Child/Youth,Light Rail,5447,1/09/2021
Sep-21,Concession,Light Rail,11478,1/09/2021
Sep-21,Day Pass without SAF,Light Rail,14,1/09/2021
Sep-21,Employee,Light Rail,1728,1/09/2021
Sep-21,Free Travel,Light Rail,509,1/09/2021
Sep-21,School Student,Light Rail,264,1/09/2021
Sep-21,Senior/Pensioner,Light Rail,53835,1/09/2021
Sep-21,Sgl Trip LR Adult,Light Rail,77,1/09/2021
Sep-21,Sgl Trip LR Child/Youth,Light Rail,67,1/09/2021
Sep-21,Adult,Metro,136617,1/09/2021
Sep-21,CTP,Metro,47090,1/09/2021
Sep-21,Child/Youth,Metro,4479,1/09/2021
Sep-21,Concession,Metro,11143,1/09/2021
Sep-21,Day Pass without SAF,Metro,7,1/09/2021
Sep-21,Employee,Metro,1147,1/09/2021
Sep-21,Free Travel,Metro,139,1/09/2021
Sep-21,School Student,Metro,478,1/09/2021
Sep-21,Senior/Pensioner,Metro,15393,1/09/2021
Sep-21,Sgl Trip Rail Adult,Metro,293,1/09/2021
Sep-21,Sgl Trip Rail Child/Youth,Metro,634,1/09/2021
Sep-21,Adult,Train,2823340,1/09/2021
Sep-21,CTP,Train,1010138,1/09/2021
Sep-21,Child/Youth,Train,62255,1/09/2021
Sep-21,Concession,Train,130994,1/09/2021
Sep-21,Day Pass Child/Youth w/o SAF,Train,6,1/09/2021
Sep-21,Day Pass without SAF,Train,393,1/09/2021
Sep-21,Employee,Train,63703,1/09/2021
Sep-21,Free Travel,Train,4688,1/09/2021
Sep-21,School Student,Train,4961,1/09/2021
Sep-21,Senior/Pensioner,Train,477776,1/09/2021
Sep-21,Sgl Trip Rail Adult,Train,8100,1/09/2021
Sep-21,Sgl Trip Rail Child/Youth,Train,5699,1/09/2021
Oct-21,Adult,Bus,3249805,1/10/2021
Oct-21,Adult Single Bus Trip 1,Bus,131,1/10/2021
Oct-21,Adult Single Bus Trip 2,Bus,51,1/10/2021
Oct-21,Adult Single Bus Trip 3,Bus,15,1/10/2021
Oct-21,CTP,Bus,1961145,1/10/2021
Oct-21,Child/Youth,Bus,381176,1/10/2021
Oct-21,Child/Youth Single Bus Trip 1,Bus,2,1/10/2021
Oct-21,Child/Youth Single Bus Trip 2,Bus,18,1/10/2021
Oct-21,Child/Youth Single Bus Trip 3,Bus,3,1/10/2021
Oct-21,Concession,Bus,314007,1/10/2021
Oct-21,Day Pass Child/Youth w/o SAF,Bus,2,1/10/2021
Oct-21,Day Pass without SAF,Bus,512,1/10/2021
Oct-21,Employee,Bus,35329,1/10/2021
Oct-21,Free Travel,Bus,16626,1/10/2021
Oct-21,On Demand,Bus,12369,1/10/2021
Oct-21,School Student,Bus,460443,1/10/2021
Oct-21,Senior/Pensioner,Bus,1967905,1/10/2021
Oct-21,Adult,Ferry,112548,1/10/2021
Oct-21,CTP,Ferry,109228,1/10/2021
Oct-21,Child/Youth,Ferry,21759,1/10/2021
Oct-21,Concession,Ferry,7215,1/10/2021
Oct-21,Day Pass without SAF,Ferry,2,1/10/2021
Oct-21,Employee,Ferry,2394,1/10/2021
Oct-21,Free Travel,Ferry,880,1/10/2021
Oct-21,School Student,Ferry,2953,1/10/2021
Oct-21,Senior/Pensioner,Ferry,71248,1/10/2021
Oct-21,Sgl Trip Ferry Adult,Ferry,2157,1/10/2021
Oct-21,Sgl Trip Ferry Child/Youth,Ferry,2099,1/10/2021
Oct-21,Adult,Light Rail,372123,1/10/2021
Oct-21,CTP,Light Rail,255765,1/10/2021
Oct-21,Child/Youth,Light Rail,25393,1/10/2021
Oct-21,Concession,Light Rail,43886,1/10/2021
Oct-21,Day Pass Child/Youth w/o SAF,Light Rail,1,1/10/2021
Oct-21,Day Pass without SAF,Light Rail,29,1/10/2021
Oct-21,Employee,Light Rail,3691,1/10/2021
Oct-21,Free Travel,Light Rail,1076,1/10/2021
Oct-21,School Student,Light Rail,11144,1/10/2021
Oct-21,Senior/Pensioner,Light Rail,131606,1/10/2021
Oct-21,Sgl Trip LR Adult,Light Rail,385,1/10/2021
Oct-21,Sgl Trip LR Child/Youth,Light Rail,303,1/10/2021
Oct-21,Adult,Metro,280790,1/10/2021
Oct-21,CTP,Metro,136772,1/10/2021
Oct-21,Child/Youth,Metro,36456,1/10/2021
Oct-21,Concession,Metro,44037,1/10/2021
Oct-21,Day Pass without SAF,Metro,4,1/10/2021
Oct-21,Employee,Metro,3504,1/10/2021
Oct-21,Free Travel,Metro,569,1/10/2021
Oct-21,School Student,Metro,28833,1/10/2021
Oct-21,Senior/Pensioner,Metro,48030,1/10/2021
Oct-21,Sgl Trip Rail Adult,Metro,1249,1/10/2021
Oct-21,Sgl Trip Rail Child/Youth,Metro,1933,1/10/2021
Oct-21,Adult,Train,4898487,1/10/2021
Oct-21,CTP,Train,2257721,1/10/2021
Oct-21,Child/Youth,Train,268070,1/10/2021
Oct-21,Concession,Train,377617,1/10/2021
Oct-21,Day Pass Child/Youth w/o SAF,Train,6,1/10/2021
Oct-21,Day Pass without SAF,Train,476,1/10/2021
Oct-21,Employee,Train,116346,1/10/2021
Oct-21,Free Travel,Train,10412,1/10/2021
Oct-21,School Student,Train,245858,1/10/2021
Oct-21,Senior/Pensioner,Train,1045123,1/10/2021
Oct-21,Sgl Trip Rail Adult,Train,20147,1/10/2021
Oct-21,Sgl Trip Rail Child/Youth,Train,16303,1/10/2021
Nov-21,Adult,Bus,4475868,1/11/2021
Nov-21,Adult Single Bus Trip 1,Bus,93,1/11/2021
Nov-21,Adult Single Bus Trip 2,Bus,34,1/11/2021
Nov-21,Adult Single Bus Trip 3,Bus,10,1/11/2021
Nov-21,CTP,Bus,2702675,1/11/2021
Nov-21,Child/Youth,Bus,519653,1/11/2021
Nov-21,Child/Youth Single Bus Trip 2,Bus,3,1/11/2021
Nov-21,Concession,Bus,479864,1/11/2021
Nov-21,Day Pass Child/Youth w/o SAF,Bus,3,1/11/2021
Nov-21,Day Pass without SAF,Bus,528,1/11/2021
Nov-21,Employee,Bus,47652,1/11/2021
Nov-21,Free Travel,Bus,22062,1/11/2021
Nov-21,On Demand,Bus,17583,1/11/2021
Nov-21,School Student,Bus,1582582,1/11/2021
Nov-21,Senior/Pensioner,Bus,2587962,1/11/2021
Nov-21,Adult,Ferry,149851,1/11/2021
Nov-21,CTP,Ferry,145215,1/11/2021
Nov-21,Child/Youth,Ferry,19692,1/11/2021
Nov-21,Concession,Ferry,8697,1/11/2021
Nov-21,Day Pass without SAF,Ferry,2,1/11/2021
Nov-21,Employee,Ferry,2839,1/11/2021
Nov-21,Free Travel,Ferry,1169,1/11/2021
Nov-21,School Student,Ferry,8679,1/11/2021
Nov-21,Senior/Pensioner,Ferry,98389,1/11/2021
Nov-21,Sgl Trip Ferry Adult,Ferry,4208,1/11/2021
Nov-21,Sgl Trip Ferry Child/Youth,Ferry,2455,1/11/2021
Nov-21,Adult,Light Rail,436404,1/11/2021
Nov-21,CTP,Light Rail,318933,1/11/2021
Nov-21,Child/Youth,Light Rail,22022,1/11/2021
Nov-21,Concession,Light Rail,61425,1/11/2021
Nov-21,Day Pass Child/Youth w/o SAF,Light Rail,5,1/11/2021
Nov-21,Day Pass without SAF,Light Rail,17,1/11/2021
Nov-21,Employee,Light Rail,4282,1/11/2021
Nov-21,Free Travel,Light Rail,1292,1/11/2021
Nov-21,School Student,Light Rail,25205,1/11/2021
Nov-21,Senior/Pensioner,Light Rail,150267,1/11/2021
Nov-21,Sgl Trip LR Adult,Light Rail,494,1/11/2021
Nov-21,Sgl Trip LR Child/Youth,Light Rail,293,1/11/2021
Nov-21,Adult,Metro,452954,1/11/2021
Nov-21,CTP,Metro,216940,1/11/2021
Nov-21,Child/Youth,Metro,55977,1/11/2021
Nov-21,Concession,Metro,72774,1/11/2021
Nov-21,Day Pass without SAF,Metro,5,1/11/2021
Nov-21,Employee,Metro,5866,1/11/2021
Nov-21,Free Travel,Metro,967,1/11/2021
Nov-21,School Student,Metro,116422,1/11/2021
Nov-21,Senior/Pensioner,Metro,81250,1/11/2021
Nov-21,Sgl Trip Rail Adult,Metro,2200,1/11/2021
Nov-21,Sgl Trip Rail Child/Youth,Metro,2666,1/11/2021
Nov-21,Adult,Train,7240864,1/11/2021
Nov-21,CTP,Train,3480234,1/11/2021
Nov-21,Child/Youth,Train,385203,1/11/2021
Nov-21,Concession,Train,625489,1/11/2021
Nov-21,Day Pass Child/Youth w/o SAF,Train,11,1/11/2021
Nov-21,Day Pass without SAF,Train,507,1/11/2021
Nov-21,Employee,Train,176091,1/11/2021
Nov-21,Free Travel,Train,16182,1/11/2021
Nov-21,School Student,Train,947788,1/11/2021
Nov-21,Senior/Pensioner,Train,1631839,1/11/2021
Nov-21,Sgl Trip Rail Adult,Train,41254,1/11/2021
Nov-21,Sgl Trip Rail Child/Youth,Train,22923,1/11/2021
Dec-21,Adult,Bus,4224733,1/12/2021
Dec-21,Adult Single Bus Trip 1,Bus,124,1/12/2021
Dec-21,Adult Single Bus Trip 2,Bus,44,1/12/2021
Dec-21,Adult Single Bus Trip 3,Bus,19,1/12/2021
Dec-21,CTP,Bus,2631049,1/12/2021
Dec-21,Child/Youth,Bus,637255,1/12/2021
Dec-21,Child/Youth Single Bus Trip 1,Bus,1,1/12/2021
Dec-21,Child/Youth Single Bus Trip 2,Bus,2,1/12/2021
Dec-21,Concession,Bus,471774,1/12/2021
Dec-21,Day Pass Child/Youth w/o SAF,Bus,21,1/12/2021
Dec-21,Day Pass without SAF,Bus,604,1/12/2021
Dec-21,Employee,Bus,47570,1/12/2021
Dec-21,Free Travel,Bus,21412,1/12/2021
Dec-21,On Demand,Bus,18475,1/12/2021
Dec-21,School Student,Bus,603437,1/12/2021
Dec-21,Senior/Pensioner,Bus,2490492,1/12/2021
Dec-21,Adult,Ferry,209567,1/12/2021
Dec-21,CTP,Ferry,217890,1/12/2021
Dec-21,Child/Youth,Ferry,52941,1/12/2021
Dec-21,Concession,Ferry,12388,1/12/2021
Dec-21,Day Pass Child/Youth w/o SAF,Ferry,7,1/12/2021
Dec-21,Day Pass without SAF,Ferry,48,1/12/2021
Dec-21,Employee,Ferry,3825,1/12/2021
Dec-21,Free Travel,Ferry,1331,1/12/2021
Dec-21,School Student,Ferry,5125,1/12/2021
Dec-21,Senior/Pensioner,Ferry,107297,1/12/2021
Dec-21,Sgl Trip Ferry Adult,Ferry,12391,1/12/2021
Dec-21,Sgl Trip Ferry Child/Youth,Ferry,9570,1/12/2021
Dec-21,Adult,Light Rail,567365,1/12/2021
Dec-21,CTP,Light Rail,403722,1/12/2021
Dec-21,Child/Youth,Light Rail,54227,1/12/2021
Dec-21,Concession,Light Rail,68888,1/12/2021
Dec-21,Day Pass Child/Youth w/o SAF,Light Rail,3,1/12/2021
Dec-21,Day Pass without SAF,Light Rail,40,1/12/2021
Dec-21,Employee,Light Rail,5869,1/12/2021
Dec-21,Free Travel,Light Rail,1851,1/12/2021
Dec-21,School Student,Light Rail,14805,1/12/2021
Dec-21,Senior/Pensioner,Light Rail,187658,1/12/2021
Dec-21,Sgl Trip LR Adult,Light Rail,1140,1/12/2021
Dec-21,Sgl Trip LR Child/Youth,Light Rail,855,1/12/2021
Dec-21,Adult,Metro,468401,1/12/2021
Dec-21,CTP,Metro,244548,1/12/2021
Dec-21,Child/Youth,Metro,89830,1/12/2021
Dec-21,Concession,Metro,79637,1/12/2021
Dec-21,Day Pass without SAF,Metro,13,1/12/2021
Dec-21,Employee,Metro,6606,1/12/2021
Dec-21,Free Travel,Metro,899,1/12/2021
Dec-21,School Student,Metro,55544,1/12/2021
Dec-21,Senior/Pensioner,Metro,79251,1/12/2021
Dec-21,Sgl Trip Rail Adult,Metro,3228,1/12/2021
Dec-21,Sgl Trip Rail Child/Youth,Metro,4165,1/12/2021
Dec-21,Adult,Train,6944384,1/12/2021
Dec-21,CTP,Train,3497237,1/12/2021
Dec-21,Child/Youth,Train,562600,1/12/2021
Dec-21,Concession,Train,639846,1/12/2021
Dec-21,Day Pass Child/Youth w/o SAF,Train,14,1/12/2021
Dec-21,Day Pass without SAF,Train,601,1/12/2021
Dec-21,Employee,Train,176929,1/12/2021
Dec-21,Free Travel,Train,15046,1/12/2021
Dec-21,School Student,Train,387366,1/12/2021
Dec-21,Senior/Pensioner,Train,1586825,1/12/2021
Dec-21,Sgl Trip Rail Adult,Train,55444,1/12/2021
Dec-21,Sgl Trip Rail Child/Youth,Train,34888,1/12/2021
Jan-22,Adult,Bus,3280150,1/01/2022
Jan-22,Adult Single Bus Trip 1,Bus,93,1/01/2022
Jan-22,Adult Single Bus Trip 2,Bus,21,1/01/2022
Jan-22,Adult Single Bus Trip 3,Bus,14,1/01/2022
Jan-22,CTP,Bus,2088109,1/01/2022
Jan-22,Child/Youth,Bus,552340,1/01/2022
Jan-22,Child/Youth Single Bus Trip 1,Bus,2,1/01/2022
Jan-22,Child/Youth Single Bus Trip 2,Bus,1,1/01/2022
Jan-22,Concession,Bus,332743,1/01/2022
Jan-22,Day Pass Child/Youth w/o SAF,Bus,9,1/01/2022
Jan-22,Day Pass without SAF,Bus,437,1/01/2022
Jan-22,Employee,Bus,37542,1/01/2022
Jan-22,Free Travel,Bus,16557,1/01/2022
Jan-22,On Demand,Bus,15290,1/01/2022
Jan-22,School Student,Bus,23011,1/01/2022
Jan-22,Senior/Pensioner,Bus,1915765,1/01/2022
Jan-22,Adult,Ferry,201854,1/01/2022
Jan-22,CTP,Ferry,211482,1/01/2022
Jan-22,Child/Youth,Ferry,70512,1/01/2022
Jan-22,Concession,Ferry,10798,1/01/2022
Jan-22,Day Pass Child/Youth w/o SAF,Ferry,2,1/01/2022
Jan-22,Day Pass without SAF,Ferry,8,1/01/2022
Jan-22,Employee,Ferry,4167,1/01/2022
Jan-22,Free Travel,Ferry,1295,1/01/2022
Jan-22,School Student,Ferry,584,1/01/2022
Jan-22,Senior/Pensioner,Ferry,96703,1/01/2022
Jan-22,Sgl Trip Ferry Adult,Ferry,15507,1/01/2022
Jan-22,Sgl Trip Ferry Child/Youth,Ferry,13836,1/01/2022
Jan-22,Adult,Light Rail,451366,1/01/2022
Jan-22,CTP,Light Rail,312879,1/01/2022
Jan-22,Child/Youth,Light Rail,55106,1/01/2022
Jan-22,Concession,Light Rail,45876,1/01/2022
Jan-22,Day Pass Child/Youth w/o SAF,Light Rail,1,1/01/2022
Jan-22,Day Pass without SAF,Light Rail,26,1/01/2022
Jan-22,Employee,Light Rail,4664,1/01/2022
Jan-22,Free Travel,Light Rail,1471,1/01/2022
Jan-22,School Student,Light Rail,793,1/01/2022
Jan-22,Senior/Pensioner,Light Rail,143982,1/01/2022
Jan-22,Sgl Trip LR Adult,Light Rail,1067,1/01/2022
Jan-22,Sgl Trip LR Child/Youth,Light Rail,873,1/01/2022
Jan-22,Adult,Metro,303258,1/01/2022
Jan-22,CTP,Metro,161355,1/01/2022
Jan-22,Child/Youth,Metro,72529,1/01/2022
Jan-22,Concession,Metro,50098,1/01/2022
Jan-22,Day Pass without SAF,Metro,5,1/01/2022
Jan-22,Employee,Metro,4492,1/01/2022
Jan-22,Free Travel,Metro,620,1/01/2022
Jan-22,School Student,Metro,2758,1/01/2022
Jan-22,Senior/Pensioner,Metro,48621,1/01/2022
Jan-22,Sgl Trip Rail Adult,Metro,1974,1/01/2022
Jan-22,Sgl Trip Rail Child/Youth,Metro,3432,1/01/2022
Jan-22,Adult,Train,5176801,1/01/2022
Jan-22,CTP,Train,2554131,1/01/2022
Jan-22,Child/Youth,Train,505128,1/01/2022
Jan-22,Concession,Train,429252,1/01/2022
Jan-22,Day Pass Child/Youth w/o SAF,Train,5,1/01/2022
Jan-22,Day Pass without SAF,Train,574,1/01/2022
Jan-22,Employee,Train,139527,1/01/2022
Jan-22,Free Travel,Train,10852,1/01/2022
Jan-22,School Student,Train,18336,1/01/2022
Jan-22,Senior/Pensioner,Train,1149408,1/01/2022
Jan-22,Sgl Trip Rail Adult,Train,40368,1/01/2022
Jan-22,Sgl Trip Rail Child/Youth,Train,32074,1/01/2022
Feb-22,Adult,Bus,4244808,1/02/2022
Feb-22,Adult Single Bus Trip 1,Bus,73,1/02/2022
Feb-22,Adult Single Bus Trip 2,Bus,28,1/02/2022
Feb-22,Adult Single Bus Trip 3,Bus,7,1/02/2022
Feb-22,CTP,Bus,2739591,1/02/2022
Feb-22,Child/Youth,Bus,562929,1/02/2022
Feb-22,Child/Youth Single Bus Trip 1,Bus,1,1/02/2022
Feb-22,Child/Youth Single Bus Trip 2,Bus,3,1/02/2022
Feb-22,Concession,Bus,566350,1/02/2022
Feb-22,Day Pass without SAF,Bus,389,1/02/2022
Feb-22,Employee,Bus,44817,1/02/2022
Feb-22,Free Travel,Bus,20091,1/02/2022
Feb-22,On Demand,Bus,18034,1/02/2022
Feb-22,School Student,Bus,1483705,1/02/2022
Feb-22,Senior/Pensioner,Bus,2280735,1/02/2022
Feb-22,Adult,Ferry,173621,1/02/2022
Feb-22,CTP,Ferry,184821,1/02/2022
Feb-22,Child/Youth,Ferry,23157,1/02/2022
Feb-22,Concession,Ferry,12268,1/02/2022
Feb-22,Day Pass without SAF,Ferry,4,1/02/2022
Feb-22,Employee,Ferry,3539,1/02/2022
Feb-22,Free Travel,Ferry,1061,1/02/2022
Feb-22,School Student,Ferry,9522,1/02/2022
Feb-22,Senior/Pensioner,Ferry,99494,1/02/2022
Feb-22,Sgl Trip Ferry Adult,Ferry,7854,1/02/2022
Feb-22,Sgl Trip Ferry Child/Youth,Ferry,3791,1/02/2022
Feb-22,Adult,Light Rail,553409,1/02/2022
Feb-22,CTP,Light Rail,400830,1/02/2022
Feb-22,Child/Youth,Light Rail,51964,1/02/2022
Feb-22,Concession,Light Rail,140277,1/02/2022
Feb-22,Day Pass without SAF,Light Rail,15,1/02/2022
Feb-22,Employee,Light Rail,4984,1/02/2022
Feb-22,Free Travel,Light Rail,1776,1/02/2022
Feb-22,School Student,Light Rail,35281,1/02/2022
Feb-22,Senior/Pensioner,Light Rail,180145,1/02/2022
Feb-22,Sgl Trip LR Adult,Light Rail,991,1/02/2022
Feb-22,Sgl Trip LR Child/Youth,Light Rail,415,1/02/2022
Feb-22,Adult,Metro,392103,1/02/2022
Feb-22,CTP,Metro,208243,1/02/2022
Feb-22,Child/Youth,Metro,69520,1/02/2022
Feb-22,Concession,Metro,90031,1/02/2022
Feb-22,Day Pass without SAF,Metro,3,1/02/2022
Feb-22,Employee,Metro,5587,1/02/2022
Feb-22,Free Travel,Metro,815,1/02/2022
Feb-22,School Student,Metro,107578,1/02/2022
Feb-22,Senior/Pensioner,Metro,62320,1/02/2022
Feb-22,Sgl Trip Rail Adult,Metro,2142,1/02/2022
Feb-22,Sgl Trip Rail Child/Youth,Metro,2430,1/02/2022
Feb-22,Adult,Train,6040182,1/02/2022
Feb-22,CTP,Train,3131179,1/02/2022
Feb-22,Child/Youth,Train,446173,1/02/2022
Feb-22,Concession,Train,707095,1/02/2022
Feb-22,Day Pass Child/Youth w/o SAF,Train,2,1/02/2022
Feb-22,Day Pass without SAF,Train,497,1/02/2022
Feb-22,Employee,Train,151437,1/02/2022
Feb-22,Free Travel,Train,13427,1/02/2022
Feb-22,School Student,Train,851333,1/02/2022
Feb-22,Senior/Pensioner,Train,1318743,1/02/2022
Feb-22,Sgl Trip Rail Adult,Train,44855,1/02/2022
Feb-22,Sgl Trip Rail Child/Youth,Train,23762,1/02/2022
Mar-22,Adult,Bus,5275005,1/03/2022
Mar-22,Adult Single Bus Trip 1,Bus,104,1/03/2022
Mar-22,Adult Single Bus Trip 2,Bus,38,1/03/2022
Mar-22,Adult Single Bus Trip 3,Bus,14,1/03/2022
Mar-22,CTP,Bus,3460409,1/03/2022
Mar-22,Child/Youth,Bus,542260,1/03/2022
Mar-22,Child/Youth Single Bus Trip 1,Bus,3,1/03/2022
Mar-22,Concession,Bus,896181,1/03/2022
Mar-22,Day Pass Child/Youth w/o SAF,Bus,18,1/03/2022
Mar-22,Day Pass without SAF,Bus,503,1/03/2022
Mar-22,Employee,Bus,52935,1/03/2022
Mar-22,Free Travel,Bus,23571,1/03/2022
Mar-22,On Demand,Bus,21147,1/03/2022
Mar-22,School Student,Bus,1469333,1/03/2022
Mar-22,Senior/Pensioner,Bus,2664934,1/03/2022
Mar-22,Adult,Ferry,215463,1/03/2022
Mar-22,CTP,Ferry,236344,1/03/2022
Mar-22,Child/Youth,Ferry,31567,1/03/2022
Mar-22,Concession,Ferry,15266,1/03/2022
Mar-22,Day Pass without SAF,Ferry,5,1/03/2022
Mar-22,Employee,Ferry,3318,1/03/2022
Mar-22,Free Travel,Ferry,1222,1/03/2022
Mar-22,School Student,Ferry,9308,1/03/2022
Mar-22,Senior/Pensioner,Ferry,108081,1/03/2022
Mar-22,Sgl Trip Ferry Adult,Ferry,11094,1/03/2022
Mar-22,Sgl Trip Ferry Child/Youth,Ferry,5201,1/03/2022
Mar-22,Adult,Light Rail,788385,1/03/2022
Mar-22,CTP,Light Rail,589751,1/03/2022
Mar-22,Child/Youth,Light Rail,56517,1/03/2022
Mar-22,Concession,Light Rail,226808,1/03/2022
Mar-22,Day Pass without SAF,Light Rail,21,1/03/2022
Mar-22,Employee,Light Rail,6799,1/03/2022
Mar-22,Free Travel,Light Rail,2527,1/03/2022
Mar-22,School Student,Light Rail,36097,1/03/2022
Mar-22,Senior/Pensioner,Light Rail,266341,1/03/2022
Mar-22,Sgl Trip LR Adult,Light Rail,1576,1/03/2022
Mar-22,Sgl Trip LR Child/Youth,Light Rail,671,1/03/2022
Mar-22,Adult,Metro,545201,1/03/2022
Mar-22,CTP,Metro,298153,1/03/2022
Mar-22,Child/Youth,Metro,70762,1/03/2022
Mar-22,Concession,Metro,184842,1/03/2022
Mar-22,Day Pass without SAF,Metro,5,1/03/2022
Mar-22,Employee,Metro,7699,1/03/2022
Mar-22,Free Travel,Metro,979,1/03/2022
Mar-22,School Student,Metro,123529,1/03/2022
Mar-22,Senior/Pensioner,Metro,80905,1/03/2022
Mar-22,Sgl Trip Rail Adult,Metro,3164,1/03/2022
Mar-22,Sgl Trip Rail Child/Youth,Metro,3428,1/03/2022
Mar-22,Adult,Train,7671085,1/03/2022
Mar-22,CTP,Train,4111466,1/03/2022
Mar-22,Child/Youth,Train,420388,1/03/2022
Mar-22,Concession,Train,1170947,1/03/2022
Mar-22,Day Pass Child/Youth w/o SAF,Train,2,1/03/2022
Mar-22,Day Pass without SAF,Train,529,1/03/2022
Mar-22,Employee,Train,189739,1/03/2022
Mar-22,Free Travel,Train,16367,1/03/2022
Mar-22,School Student,Train,911751,1/03/2022
Mar-22,Senior/Pensioner,Train,1614839,1/03/2022
Mar-22,Sgl Trip Rail Adult,Train,62264,1/03/2022
Mar-22,Sgl Trip Rail Child/Youth,Train,26392,1/03/2022
Apr-22,Adult,Bus,5006854,1/04/2022
Apr-22,Adult Single Bus Trip 1,Bus,149,1/04/2022
Apr-22,Adult Single Bus Trip 2,Bus,109,1/04/2022
Apr-22,Adult Single Bus Trip 3,Bus,148,1/04/2022
Apr-22,CTP,Bus,3146796,1/04/2022
Apr-22,Child/Youth,Bus,663096,1/04/2022
Apr-22,Child/Youth Single Bus Trip 1,Bus,12,1/04/2022
Apr-22,Child/Youth Single Bus Trip 2,Bus,3,1/04/2022
Apr-22,Concession,Bus,647357,1/04/2022
Apr-22,Day Pass Child/Youth w/o SAF,Bus,6,1/04/2022
Apr-22,Day Pass without SAF,Bus,367,1/04/2022
