Year_Month,Card_type,Line,Trip
Feb-21,Sgl Trip Rail Adult,Blue Mountains Line,840
Feb-21,Sgl Trip Rail Child/Youth,Blue Mountains Line,620
Feb-21,Adult,Central Coast & Newcastle Line,400043
Feb-21,CTP,Central Coast & Newcastle Line,129640
Feb-21,Child/Youth,Central Coast & Newcastle Line,31907
Feb-21,Concession,Central Coast & Newcastle Line,44189
Feb-21,Day Pass without SAF,Central Coast & Newcastle Line,43
Feb-21,Employee,Central Coast & Newcastle Line,14823
Feb-21,Free Travel,Central Coast & Newcastle Line,1480
Feb-21,School Student,Central Coast & Newcastle Line,71111
Feb-21,Senior/Pensioner,Central Coast & Newcastle Line,114170
Feb-21,Sgl Trip Rail Adult,Central Coast & Newcastle Line,2704
Feb-21,Sgl Trip Rail Child/Youth,Central Coast & Newcastle Line,1258
Feb-21,Adult,Hunter Line,19030
Feb-21,CTP,Hunter Line,11709
Feb-21,Child/Youth,Hunter Line,3274
Feb-21,Concession,Hunter Line,3834
Feb-21,Day Pass without SAF,Hunter Line,24
Feb-21,Employee,Hunter Line,359
Feb-21,Free Travel,Hunter Line,137
Feb-21,School Student,Hunter Line,4437
Feb-21,Senior/Pensioner,Hunter Line,9476
Feb-21,Sgl Trip Rail Adult,Hunter Line,154
Feb-21,Sgl Trip Rail Child/Youth,Hunter Line,138
Feb-21,Adult,South Coast Line,210234
Feb-21,CTP,South Coast Line,86981
Feb-21,Child/Youth,South Coast Line,14840
Feb-21,Concession,South Coast Line,20557
Feb-21,Day Pass without SAF,South Coast Line,32
Feb-21,Employee,South Coast Line,4359
Feb-21,Free Travel,South Coast Line,470
Feb-21,School Student,South Coast Line,29294
Feb-21,Senior/Pensioner,South Coast Line,54892
Feb-21,Sgl Trip Rail Adult,South Coast Line,966
Feb-21,Sgl Trip Rail Child/Youth,South Coast Line,415
Feb-21,Adult,Southern Highlands Line,21583
Feb-21,CTP,Southern Highlands Line,7294
Feb-21,Child/Youth,Southern Highlands Line,2597
Feb-21,Concession,Southern Highlands Line,2030
Feb-21,Day Pass without SAF,Southern Highlands Line,4
Feb-21,Employee,Southern Highlands Line,665
Feb-21,Free Travel,Southern Highlands Line,84
Feb-21,School Student,Southern Highlands Line,2079
Feb-21,Senior/Pensioner,Southern Highlands Line,9210
Feb-21,Sgl Trip Rail Adult,Southern Highlands Line,66
Feb-21,Sgl Trip Rail Child/Youth,Southern Highlands Line,63
Feb-21,Adult,T1 North Shore Line,1443302
Feb-21,CTP,T1 North Shore Line,553863
Feb-21,Child/Youth,T1 North Shore Line,96922
Feb-21,Concession,T1 North Shore Line,153799
Feb-21,Day Pass without SAF,T1 North Shore Line,10
Feb-21,Employee,T1 North Shore Line,26601
Feb-21,Free Travel,T1 North Shore Line,3582
Feb-21,School Student,T1 North Shore Line,211356
Feb-21,Senior/Pensioner,T1 North Shore Line,209928
Feb-21,Sgl Trip Rail Adult,T1 North Shore Line,5112
Feb-21,Sgl Trip Rail Child/Youth,T1 North Shore Line,3047
Feb-21,Adult,T1 Western Line,1288874
Feb-21,CTP,T1 Western Line,356669
Feb-21,Child/Youth,T1 Western Line,65659
Feb-21,Concession,T1 Western Line,125989
Feb-21,Day Pass Child/Youth w/o SAF,T1 Western Line,2
Feb-21,Day Pass without SAF,T1 Western Line,233
Feb-21,Employee,T1 Western Line,37692
Feb-21,Free Travel,T1 Western Line,2698
Feb-21,School Student,T1 Western Line,150854
Feb-21,Senior/Pensioner,T1 Western Line,221169
Feb-21,Sgl Trip Rail Adult,T1 Western Line,5334
Feb-21,Sgl Trip Rail Child/Youth,T1 Western Line,3854
Feb-21,Adult,T2 Inner West Line,689426
Feb-21,CTP,T2 Inner West Line,259588
Feb-21,Child/Youth,T2 Inner West Line,33770
Feb-21,Concession,T2 Inner West Line,66071
Feb-21,Day Pass without SAF,T2 Inner West Line,10
Feb-21,Employee,T2 Inner West Line,12826
Feb-21,Free Travel,T2 Inner West Line,844
Feb-21,School Student,T2 Inner West Line,54604
Feb-21,Senior/Pensioner,T2 Inner West Line,102081
Feb-21,Sgl Trip Rail Adult,T2 Inner West Line,1676
Feb-21,Sgl Trip Rail Child/Youth,T2 Inner West Line,937
Feb-21,Adult,T2 Leppington Line,841802
Feb-21,CTP,T2 Leppington Line,264464
Feb-21,Child/Youth,T2 Leppington Line,47734
Feb-21,Concession,T2 Leppington Line,95035
Feb-21,Day Pass without SAF,T2 Leppington Line,52
Feb-21,Employee,T2 Leppington Line,17954
Feb-21,Free Travel,T2 Leppington Line,1696
Feb-21,School Student,T2 Leppington Line,76205
Feb-21,Senior/Pensioner,T2 Leppington Line,175662
Feb-21,Sgl Trip Rail Adult,T2 Leppington Line,3370
Feb-21,Sgl Trip Rail Child/Youth,T2 Leppington Line,2011
Feb-21,Adult,T3 Bankstown Line,781137
Feb-21,CTP,T3 Bankstown Line,259828
Feb-21,Child/Youth,T3 Bankstown Line,45692
Feb-21,Concession,T3 Bankstown Line,84021
Feb-21,Day Pass without SAF,T3 Bankstown Line,16
Feb-21,Employee,T3 Bankstown Line,12836
Feb-21,Free Travel,T3 Bankstown Line,1058
Feb-21,School Student,T3 Bankstown Line,57904
Feb-21,Senior/Pensioner,T3 Bankstown Line,174565
Feb-21,Sgl Trip Rail Adult,T3 Bankstown Line,2812
Feb-21,Sgl Trip Rail Child/Youth,T3 Bankstown Line,1810
Feb-21,Adult,T4 Eastern Suburbs & Illawarra Line,1713603
Feb-21,CTP,T4 Eastern Suburbs & Illawarra Line,748986
Feb-21,Child/Youth,T4 Eastern Suburbs & Illawarra Line,90815
Feb-21,Concession,T4 Eastern Suburbs & Illawarra Line,145573
Feb-21,Day Pass without SAF,T4 Eastern Suburbs & Illawarra Line,73
Feb-21,Employee,T4 Eastern Suburbs & Illawarra Line,38119
Feb-21,Free Travel,T4 Eastern Suburbs & Illawarra Line,4454
Feb-21,School Student,T4 Eastern Suburbs & Illawarra Line,159185
Feb-21,Senior/Pensioner,T4 Eastern Suburbs & Illawarra Line,303532
Feb-21,Sgl Trip Rail Adult,T4 Eastern Suburbs & Illawarra Line,6948
Feb-21,Sgl Trip Rail Child/Youth,T4 Eastern Suburbs & Illawarra Line,4401
Feb-21,Adult,T5 Cumberland Line,293372
Feb-21,CTP,T5 Cumberland Line,75593
Feb-21,Child/Youth,T5 Cumberland Line,13292
Feb-21,Concession,T5 Cumberland Line,29189
Feb-21,Employee,T5 Cumberland Line,4042
Feb-21,Free Travel,T5 Cumberland Line,101
Feb-21,School Student,T5 Cumberland Line,30398
Feb-21,Senior/Pensioner,T5 Cumberland Line,58064
Feb-21,Sgl Trip Rail Adult,T5 Cumberland Line,478
Feb-21,Sgl Trip Rail Child/Youth,T5 Cumberland Line,303
Feb-21,Adult,T6 replacement buses,6984
Feb-21,CTP,T6 replacement buses,22
Feb-21,Child/Youth,T6 replacement buses,475
Feb-21,Concession,T6 replacement buses,543
Feb-21,Day Pass without SAF,T6 replacement buses,3
Feb-21,Employee,T6 replacement buses,23
Feb-21,Free Travel,T6 replacement buses,9
Feb-21,School Student,T6 replacement buses,878
Feb-21,Senior/Pensioner,T6 replacement buses,1789
Feb-21,Sgl Trip Rail Adult,T6 replacement buses,1
Feb-21,Adult,T7 Olympic Park Line,29285
Feb-21,CTP,T7 Olympic Park Line,8052
Feb-21,Child/Youth,T7 Olympic Park Line,1335
Feb-21,Concession,T7 Olympic Park Line,2042
Feb-21,Day Pass without SAF,T7 Olympic Park Line,2
Feb-21,Employee,T7 Olympic Park Line,437
Feb-21,Free Travel,T7 Olympic Park Line,9
Feb-21,School Student,T7 Olympic Park Line,1639
Feb-21,Senior/Pensioner,T7 Olympic Park Line,3969
Feb-21,Sgl Trip Rail Adult,T7 Olympic Park Line,63
Feb-21,Sgl Trip Rail Child/Youth,T7 Olympic Park Line,61
Feb-21,Adult,T8 Airport & South Line,1028685
Feb-21,CTP,T8 Airport & South Line,391573
Feb-21,Child/Youth,T8 Airport & South Line,47281
Feb-21,Concession,T8 Airport & South Line,102730
Feb-21,Day Pass Child/Youth w/o SAF,T8 Airport & South Line,1
Feb-21,Day Pass without SAF,T8 Airport & South Line,44
Feb-21,Employee,T8 Airport & South Line,31871
Feb-21,Free Travel,T8 Airport & South Line,2548
Feb-21,School Student,T8 Airport & South Line,81925
Feb-21,Senior/Pensioner,T8 Airport & South Line,144727
Feb-21,Sgl Trip Rail Adult,T8 Airport & South Line,12548
Feb-21,Sgl Trip Rail Child/Youth,T8 Airport & South Line,3802
Feb-21,Adult,T9 Northern Line,698236
Feb-21,CTP,T9 Northern Line,223589
Feb-21,Child/Youth,T9 Northern Line,47279
Feb-21,Concession,T9 Northern Line,84507
Feb-21,Day Pass without SAF,T9 Northern Line,1
Feb-21,Employee,T9 Northern Line,10809
Feb-21,Free Travel,T9 Northern Line,767
Feb-21,School Student,T9 Northern Line,76522
Feb-21,Senior/Pensioner,T9 Northern Line,116405
Feb-21,Sgl Trip Rail Adult,T9 Northern Line,1189
Feb-21,Sgl Trip Rail Child/Youth,T9 Northern Line,726
Mar-21,Adult,Blue Mountains Line,248167
Mar-21,CTP,Blue Mountains Line,75077
Mar-21,Child/Youth,Blue Mountains Line,14124
Mar-21,Concession,Blue Mountains Line,34830
Mar-21,Day Pass Child/Youth w/o SAF,Blue Mountains Line,1
Mar-21,Day Pass without SAF,Blue Mountains Line,88
Mar-21,Employee,Blue Mountains Line,9025
Mar-21,Free Travel,Blue Mountains Line,572
Mar-21,School Student,Blue Mountains Line,32814
Mar-21,Senior/Pensioner,Blue Mountains Line,70141
Mar-21,Sgl Trip Rail Adult,Blue Mountains Line,1155
Mar-21,Sgl Trip Rail Child/Youth,Blue Mountains Line,775
Mar-21,Adult,Central Coast & Newcastle Line,456765
Mar-21,CTP,Central Coast & Newcastle Line,151543
Mar-21,Child/Youth,Central Coast & Newcastle Line,30131
Mar-21,Concession,Central Coast & Newcastle Line,75823
Mar-21,Day Pass without SAF,Central Coast & Newcastle Line,52
Mar-21,Employee,Central Coast & Newcastle Line,16221
Mar-21,Free Travel,Central Coast & Newcastle Line,1546
Mar-21,School Student,Central Coast & Newcastle Line,83387
Mar-21,Senior/Pensioner,Central Coast & Newcastle Line,131196
Mar-21,Sgl Trip Rail Adult,Central Coast & Newcastle Line,3314
Mar-21,Sgl Trip Rail Child/Youth,Central Coast & Newcastle Line,1420
Mar-21,Adult,Hunter Line,19000
Mar-21,CTP,Hunter Line,11043
Mar-21,Child/Youth,Hunter Line,2377
Mar-21,Concession,Hunter Line,7063
Mar-21,Day Pass without SAF,Hunter Line,20
Mar-21,Employee,Hunter Line,390
Mar-21,Free Travel,Hunter Line,159
Mar-21,School Student,Hunter Line,3960
Mar-21,Senior/Pensioner,Hunter Line,9323
Mar-21,Sgl Trip Rail Adult,Hunter Line,168
Mar-21,Sgl Trip Rail Child/Youth,Hunter Line,155
Mar-21,Adult,South Coast Line,243704
Mar-21,CTP,South Coast Line,102839
Mar-21,Child/Youth,South Coast Line,16193
Mar-21,Concession,South Coast Line,34189
Mar-21,Day Pass without SAF,South Coast Line,38
Mar-21,Employee,South Coast Line,5121
Mar-21,Free Travel,South Coast Line,559
Mar-21,School Student,South Coast Line,31010
Mar-21,Senior/Pensioner,South Coast Line,66927
Mar-21,Sgl Trip Rail Adult,South Coast Line,1193
Mar-21,Sgl Trip Rail Child/Youth,South Coast Line,430
Mar-21,Adult,Southern Highlands Line,25181
Mar-21,CTP,Southern Highlands Line,7984
Mar-21,Child/Youth,Southern Highlands Line,2794
Mar-21,Concession,Southern Highlands Line,3360
Mar-21,Day Pass without SAF,Southern Highlands Line,3
Mar-21,Employee,Southern Highlands Line,714
Mar-21,Free Travel,Southern Highlands Line,136
Mar-21,School Student,Southern Highlands Line,2289
Mar-21,Senior/Pensioner,Southern Highlands Line,10906
Mar-21,Sgl Trip Rail Adult,Southern Highlands Line,96
Mar-21,Sgl Trip Rail Child/Youth,Southern Highlands Line,40
Mar-21,Adult,T1 North Shore Line,1669777
Mar-21,CTP,T1 North Shore Line,652121
Mar-21,Child/Youth,T1 North Shore Line,85477
Mar-21,Concession,T1 North Shore Line,245643
Mar-21,Day Pass without SAF,T1 North Shore Line,12
Mar-21,Employee,T1 North Shore Line,29595
Mar-21,Free Travel,T1 North Shore Line,4113
Mar-21,School Student,T1 North Shore Line,236409
Mar-21,Senior/Pensioner,T1 North Shore Line,244962
Mar-21,Sgl Trip Rail Adult,T1 North Shore Line,6565
Mar-21,Sgl Trip Rail Child/Youth,T1 North Shore Line,3433
Mar-21,Adult,T1 Western Line,1516491
Mar-21,CTP,T1 Western Line,435892
Mar-21,Child/Youth,T1 Western Line,63733
Mar-21,Concession,T1 Western Line,212390
Mar-21,Day Pass Child/Youth w/o SAF,T1 Western Line,15
Mar-21,Day Pass without SAF,T1 Western Line,311
Mar-21,Employee,T1 Western Line,44049
Mar-21,Free Travel,T1 Western Line,2972
Mar-21,School Student,T1 Western Line,180355
Mar-21,Senior/Pensioner,T1 Western Line,262700
Mar-21,Sgl Trip Rail Adult,T1 Western Line,6808
Mar-21,Sgl Trip Rail Child/Youth,T1 Western Line,4608
Mar-21,Adult,T2 Inner West Line,760422
Mar-21,CTP,T2 Inner West Line,295316
Mar-21,Child/Youth,T2 Inner West Line,31421
Mar-21,Concession,T2 Inner West Line,93230
Mar-21,Day Pass without SAF,T2 Inner West Line,13
Mar-21,Employee,T2 Inner West Line,13733
Mar-21,Free Travel,T2 Inner West Line,1041
Mar-21,School Student,T2 Inner West Line,61085
Mar-21,Senior/Pensioner,T2 Inner West Line,117136
Mar-21,Sgl Trip Rail Adult,T2 Inner West Line,2224
Mar-21,Sgl Trip Rail Child/Youth,T2 Inner West Line,1180
Mar-21,Adult,T2 Leppington Line,1037618
Mar-21,CTP,T2 Leppington Line,338592
Mar-21,Child/Youth,T2 Leppington Line,50785
Mar-21,Concession,T2 Leppington Line,159378
Mar-21,Day Pass without SAF,T2 Leppington Line,78
Mar-21,Employee,T2 Leppington Line,22015
Mar-21,Free Travel,T2 Leppington Line,2121
Mar-21,School Student,T2 Leppington Line,95028
Mar-21,Senior/Pensioner,T2 Leppington Line,223008
Mar-21,Sgl Trip Rail Adult,T2 Leppington Line,4680
Mar-21,Sgl Trip Rail Child/Youth,T2 Leppington Line,2571
Mar-21,Adult,T3 Bankstown Line,851759
Mar-21,CTP,T3 Bankstown Line,294844
Mar-21,Child/Youth,T3 Bankstown Line,41126
Mar-21,Concession,T3 Bankstown Line,125427
Mar-21,Day Pass Child/Youth w/o SAF,T3 Bankstown Line,1
Mar-21,Day Pass without SAF,T3 Bankstown Line,16
Mar-21,Employee,T3 Bankstown Line,13953
Mar-21,Free Travel,T3 Bankstown Line,1062
Mar-21,School Student,T3 Bankstown Line,66651
Mar-21,Senior/Pensioner,T3 Bankstown Line,196640
Mar-21,Sgl Trip Rail Adult,T3 Bankstown Line,3098
Mar-21,Sgl Trip Rail Child/Youth,T3 Bankstown Line,1962
Mar-21,Adult,T4 Eastern Suburbs & Illawarra Line,1982189
Mar-21,CTP,T4 Eastern Suburbs & Illawarra Line,885193
Mar-21,Child/Youth,T4 Eastern Suburbs & Illawarra Line,90531
Mar-21,Concession,T4 Eastern Suburbs & Illawarra Line,215502
Mar-21,Day Pass Child/Youth w/o SAF,T4 Eastern Suburbs & Illawarra Line,1
Mar-21,Day Pass without SAF,T4 Eastern Suburbs & Illawarra Line,54
Mar-21,Employee,T4 Eastern Suburbs & Illawarra Line,44410
Mar-21,Free Travel,T4 Eastern Suburbs & Illawarra Line,5251
Mar-21,School Student,T4 Eastern Suburbs & Illawarra Line,180345
Mar-21,Senior/Pensioner,T4 Eastern Suburbs & Illawarra Line,364451
Mar-21,Sgl Trip Rail Adult,T4 Eastern Suburbs & Illawarra Line,8248
Mar-21,Sgl Trip Rail Child/Youth,T4 Eastern Suburbs & Illawarra Line,5321
Mar-21,Adult,T5 Cumberland Line,284364
Mar-21,CTP,T5 Cumberland Line,76402
Mar-21,Child/Youth,T5 Cumberland Line,10305
Mar-21,Concession,T5 Cumberland Line,42656
Mar-21,Day Pass without SAF,T5 Cumberland Line,2
Mar-21,Employee,T5 Cumberland Line,3490
Mar-21,Free Travel,T5 Cumberland Line,63
Mar-21,School Student,T5 Cumberland Line,29213
Mar-21,Senior/Pensioner,T5 Cumberland Line,55829
Mar-21,Sgl Trip Rail Adult,T5 Cumberland Line,530
Mar-21,Sgl Trip Rail Child/Youth,T5 Cumberland Line,312
Mar-21,Adult,T6 replacement buses,8548
Mar-21,CTP,T6 replacement buses,26
Mar-21,Child/Youth,T6 replacement buses,563
Mar-21,Concession,T6 replacement buses,803
Mar-21,Employee,T6 replacement buses,32
Mar-21,Free Travel,T6 replacement buses,20
Mar-21,School Student,T6 replacement buses,888
Mar-21,Senior/Pensioner,T6 replacement buses,2244
Mar-21,Adult,T7 Olympic Park Line,37870
Mar-21,CTP,T7 Olympic Park Line,12024
Mar-21,Child/Youth,T7 Olympic Park Line,2200
Mar-21,Concession,T7 Olympic Park Line,3669
Mar-21,Day Pass without SAF,T7 Olympic Park Line,3
Mar-21,Employee,T7 Olympic Park Line,662
Mar-21,Free Travel,T7 Olympic Park Line,57
Mar-21,School Student,T7 Olympic Park Line,2194
Mar-21,Senior/Pensioner,T7 Olympic Park Line,4794
Mar-21,Sgl Trip Rail Adult,T7 Olympic Park Line,110
Mar-21,Sgl Trip Rail Child/Youth,T7 Olympic Park Line,94
Mar-21,Adult,T8 Airport & South Line,1228446
Mar-21,CTP,T8 Airport & South Line,491709
Mar-21,Child/Youth,T8 Airport & South Line,49299
Mar-21,Concession,T8 Airport & South Line,157702
Mar-21,Day Pass Child/Youth w/o SAF,T8 Airport & South Line,9
Mar-21,Day Pass without SAF,T8 Airport & South Line,28
Mar-21,Employee,T8 Airport & South Line,36885
Mar-21,Free Travel,T8 Airport & South Line,2848
Mar-21,School Student,T8 Airport & South Line,95789
Mar-21,Senior/Pensioner,T8 Airport & South Line,177364
Mar-21,Sgl Trip Rail Adult,T8 Airport & South Line,21259
Mar-21,Sgl Trip Rail Child/Youth,T8 Airport & South Line,4944
Mar-21,Adult,T9 Northern Line,772130
Mar-21,CTP,T9 Northern Line,252401
Mar-21,Child/Youth,T9 Northern Line,41691
Mar-21,Concession,T9 Northern Line,129248
Mar-21,Day Pass without SAF,T9 Northern Line,7
Mar-21,Employee,T9 Northern Line,11449
Mar-21,Free Travel,T9 Northern Line,778
Mar-21,School Student,T9 Northern Line,88883
Mar-21,Senior/Pensioner,T9 Northern Line,134217
Mar-21,Sgl Trip Rail Adult,T9 Northern Line,1295
Mar-21,Sgl Trip Rail Child/Youth,T9 Northern Line,783
Apr-21,Adult,Blue Mountains Line,267221
Apr-21,CTP,Blue Mountains Line,91828
Apr-21,Child/Youth,Blue Mountains Line,29618
Apr-21,Concession,Blue Mountains Line,29678
Apr-21,Day Pass without SAF,Blue Mountains Line,63
Apr-21,Employee,Blue Mountains Line,9178
Apr-21,Free Travel,Blue Mountains Line,568
Apr-21,School Student,Blue Mountains Line,15256
Apr-21,Senior/Pensioner,Blue Mountains Line,86051
Apr-21,Sgl Trip Rail Adult,Blue Mountains Line,1837
Apr-21,Sgl Trip Rail Child/Youth,Blue Mountains Line,1640
Apr-21,Adult,Central Coast & Newcastle Line,474845
Apr-21,CTP,Central Coast & Newcastle Line,180737
Apr-21,Child/Youth,Central Coast & Newcastle Line,60276
Apr-21,Concession,Central Coast & Newcastle Line,61827
Apr-21,Day Pass without SAF,Central Coast & Newcastle Line,47
Apr-21,Employee,Central Coast & Newcastle Line,15923
Apr-21,Free Travel,Central Coast & Newcastle Line,1646
Apr-21,School Student,Central Coast & Newcastle Line,37894
Apr-21,Senior/Pensioner,Central Coast & Newcastle Line,155770
Apr-21,Sgl Trip Rail Adult,Central Coast & Newcastle Line,4784
Apr-21,Sgl Trip Rail Child/Youth,Central Coast & Newcastle Line,3283
Apr-21,Adult,Hunter Line,21817
Apr-21,CTP,Hunter Line,14199
Apr-21,Child/Youth,Hunter Line,4788
Apr-21,Concession,Hunter Line,5815
Apr-21,Day Pass without SAF,Hunter Line,28
Apr-21,Employee,Hunter Line,391
Apr-21,Free Travel,Hunter Line,196
Apr-21,School Student,Hunter Line,2285
Apr-21,Senior/Pensioner,Hunter Line,12057
Apr-21,Sgl Trip Rail Adult,Hunter Line,219
Apr-21,Sgl Trip Rail Child/Youth,Hunter Line,249
Apr-21,Adult,South Coast Line,231810
Apr-21,CTP,South Coast Line,111004
Apr-21,Child/Youth,South Coast Line,27737
Apr-21,Concession,South Coast Line,27273
Apr-21,Day Pass Child/Youth w/o SAF,South Coast Line,1
Apr-21,Day Pass without SAF,South Coast Line,20
Apr-21,Employee,South Coast Line,4690
Apr-21,Free Travel,South Coast Line,543
Apr-21,School Student,South Coast Line,13031
Apr-21,Senior/Pensioner,South Coast Line,71507
Apr-21,Sgl Trip Rail Adult,South Coast Line,1511
Apr-21,Sgl Trip Rail Child/Youth,South Coast Line,1079
Apr-21,Adult,Southern Highlands Line,26784
Apr-21,CTP,Southern Highlands Line,9921
Apr-21,Child/Youth,Southern Highlands Line,5008
Apr-21,Concession,Southern Highlands Line,2875
Apr-21,Day Pass without SAF,Southern Highlands Line,1
Apr-21,Employee,Southern Highlands Line,758
Apr-21,Free Travel,Southern Highlands Line,117
Apr-21,School Student,Southern Highlands Line,1160
Apr-21,Senior/Pensioner,Southern Highlands Line,12446
Apr-21,Sgl Trip Rail Adult,Southern Highlands Line,142
Apr-21,Sgl Trip Rail Child/Youth,Southern Highlands Line,123
Apr-21,Adult,T1 North Shore Line,1578775
Apr-21,CTP,T1 North Shore Line,674161
Apr-21,Child/Youth,T1 North Shore Line,140999
Apr-21,Concession,T1 North Shore Line,188662
Apr-21,Day Pass without SAF,T1 North Shore Line,6
Apr-21,Employee,T1 North Shore Line,28008
Apr-21,Free Travel,T1 North Shore Line,4118
Apr-21,School Student,T1 North Shore Line,105938
Apr-21,Senior/Pensioner,T1 North Shore Line,253911
Apr-21,Sgl Trip Rail Adult,T1 North Shore Line,8306
Apr-21,Sgl Trip Rail Child/Youth,T1 North Shore Line,6617
Apr-21,Adult,T1 Western Line,1560835
Apr-21,CTP,T1 Western Line,518763
Apr-21,Child/Youth,T1 Western Line,132138
Apr-21,Concession,T1 Western Line,177911
Apr-21,Day Pass Child/Youth w/o SAF,T1 Western Line,1
Apr-21,Day Pass without SAF,T1 Western Line,249
Apr-21,Employee,T1 Western Line,44492
Apr-21,Free Travel,T1 Western Line,3532
Apr-21,School Student,T1 Western Line,83899
Apr-21,Senior/Pensioner,T1 Western Line,296000
Apr-21,Sgl Trip Rail Adult,T1 Western Line,11043
Apr-21,Sgl Trip Rail Child/Youth,T1 Western Line,9965
Apr-21,Adult,T2 Inner West Line,677650
Apr-21,CTP,T2 Inner West Line,293438
Apr-21,Child/Youth,T2 Inner West Line,46683
Apr-21,Concession,T2 Inner West Line,69467
Apr-21,Day Pass without SAF,T2 Inner West Line,8
Apr-21,Employee,T2 Inner West Line,12230
Apr-21,Free Travel,T2 Inner West Line,946
Apr-21,School Student,T2 Inner West Line,26828
Apr-21,Senior/Pensioner,T2 Inner West Line,112209
Apr-21,Sgl Trip Rail Adult,T2 Inner West Line,3202
Apr-21,Sgl Trip Rail Child/Youth,T2 Inner West Line,2508
Apr-21,Adult,T2 Leppington Line,965328
Apr-21,CTP,T2 Leppington Line,345530
Apr-21,Child/Youth,T2 Leppington Line,79285
Apr-21,Concession,T2 Leppington Line,118655
Apr-21,Day Pass without SAF,T2 Leppington Line,49
Apr-21,Employee,T2 Leppington Line,18694
Apr-21,Free Travel,T2 Leppington Line,1850
Apr-21,School Student,T2 Leppington Line,41361
Apr-21,Senior/Pensioner,T2 Leppington Line,222224
Apr-21,Sgl Trip Rail Adult,T2 Leppington Line,6097
Apr-21,Sgl Trip Rail Child/Youth,T2 Leppington Line,5042
Apr-21,Adult,T3 Bankstown Line,850934
Apr-21,CTP,T3 Bankstown Line,327606
Apr-21,Child/Youth,T3 Bankstown Line,69881
Apr-21,Concession,T3 Bankstown Line,103522
Apr-21,Day Pass without SAF,T3 Bankstown Line,16
Apr-21,Employee,T3 Bankstown Line,13820
Apr-21,Free Travel,T3 Bankstown Line,1136
Apr-21,School Student,T3 Bankstown Line,29620
Apr-21,Senior/Pensioner,T3 Bankstown Line,212183
Apr-21,Sgl Trip Rail Adult,T3 Bankstown Line,4777
Apr-21,Sgl Trip Rail Child/Youth,T3 Bankstown Line,4018
Apr-21,Adult,T4 Eastern Suburbs & Illawarra Line,1856641
Apr-21,CTP,T4 Eastern Suburbs & Illawarra Line,882416
Apr-21,Child/Youth,T4 Eastern Suburbs & Illawarra Line,144957
Apr-21,Concession,T4 Eastern Suburbs & Illawarra Line,171811
Apr-21,Day Pass without SAF,T4 Eastern Suburbs & Illawarra Line,68
Apr-21,Employee,T4 Eastern Suburbs & Illawarra Line,40492
Apr-21,Free Travel,T4 Eastern Suburbs & Illawarra Line,4770
Apr-21,School Student,T4 Eastern Suburbs & Illawarra Line,79291
Apr-21,Senior/Pensioner,T4 Eastern Suburbs & Illawarra Line,372121
Apr-21,Sgl Trip Rail Adult,T4 Eastern Suburbs & Illawarra Line,9905
Apr-21,Sgl Trip Rail Child/Youth,T4 Eastern Suburbs & Illawarra Line,8608
Apr-21,Adult,T5 Cumberland Line,279616
Apr-21,CTP,T5 Cumberland Line,85525
Apr-21,Child/Youth,T5 Cumberland Line,21205
Apr-21,Concession,T5 Cumberland Line,33213
Apr-21,Day Pass without SAF,T5 Cumberland Line,2
Apr-21,Employee,T5 Cumberland Line,3384
Apr-21,Free Travel,T5 Cumberland Line,100
Apr-21,School Student,T5 Cumberland Line,13064
Apr-21,Senior/Pensioner,T5 Cumberland Line,59570
Apr-21,Sgl Trip Rail Adult,T5 Cumberland Line,910
Apr-21,Sgl Trip Rail Child/Youth,T5 Cumberland Line,884
Apr-21,Adult,T6 replacement buses,7824
Apr-21,CTP,T6 replacement buses,192
Apr-21,Child/Youth,T6 replacement buses,858
Apr-21,Concession,T6 replacement buses,694
Apr-21,Employee,T6 replacement buses,47
Apr-21,Free Travel,T6 replacement buses,21
Apr-21,School Student,T6 replacement buses,430
Apr-21,Senior/Pensioner,T6 replacement buses,2553
Apr-21,Adult,T7 Olympic Park Line,65358
Apr-21,CTP,T7 Olympic Park Line,29246
Apr-21,Child/Youth,T7 Olympic Park Line,13987
Apr-21,Concession,T7 Olympic Park Line,6312
Apr-21,Employee,T7 Olympic Park Line,786
Apr-21,Free Travel,T7 Olympic Park Line,32
Apr-21,School Student,T7 Olympic Park Line,1453
Apr-21,Senior/Pensioner,T7 Olympic Park Line,11704
Apr-21,Sgl Trip Rail Adult,T7 Olympic Park Line,738
Apr-21,Sgl Trip Rail Child/Youth,T7 Olympic Park Line,852
Apr-21,Adult,T8 Airport & South Line,1195959
Apr-21,CTP,T8 Airport & South Line,533558
Apr-21,Child/Youth,T8 Airport & South Line,88487
Apr-21,Concession,T8 Airport & South Line,123187
Apr-21,Day Pass Child/Youth w/o SAF,T8 Airport & South Line,6
Apr-21,Day Pass without SAF,T8 Airport & South Line,21
Apr-21,Employee,T8 Airport & South Line,34887
Apr-21,Free Travel,T8 Airport & South Line,2776
Apr-21,School Student,T8 Airport & South Line,42324
Apr-21,Senior/Pensioner,T8 Airport & South Line,189259
Apr-21,Sgl Trip Rail Adult,T8 Airport & South Line,27627
Apr-21,Sgl Trip Rail Child/Youth,T8 Airport & South Line,10163
Apr-21,Adult,T9 Northern Line,790858
Apr-21,CTP,T9 Northern Line,281369
Apr-21,Child/Youth,T9 Northern Line,69975
Apr-21,Concession,T9 Northern Line,106726
Apr-21,Day Pass without SAF,T9 Northern Line,6
