Year_Month,Card_type,Line,Trip
Dec-20,Free Travel,Dulwich Hill Line,22
Dec-20,School Student,Dulwich Hill Line,345
Dec-20,Sgl Trip LR Adult,Dulwich Hill Line,7
Dec-20,Senior/Pensioner,Dulwich Hill Line,3055
Dec-20,Sgl Trip LR Child/Youth,Dulwich Hill Line,4
Dec-20,Adult,Dulwich Hill Line,7998
Dec-20,CTP,Dulwich Hill Line,3281
Dec-20,Child/Youth,Dulwich Hill Line,657
Dec-20,Concession,Dulwich Hill Line,642
Dec-20,Employee,Dulwich Hill Line,57
Dec-20,Free Travel,Dulwich Hill Line,41
Dec-20,Sgl Trip LR Adult,Dulwich Hill Line,17
Dec-20,Senior/Pensioner,Dulwich Hill Line,2920
Dec-20,Sgl Trip LR Child/Youth,Dulwich Hill Line,15
Dec-20,Adult,Dulwich Hill Line,7733
Dec-20,CTP,Dulwich Hill Line,3230
Dec-20,Child/Youth,Dulwich Hill Line,1038
Dec-20,Concession,Dulwich Hill Line,564
Dec-20,Sgl Trip LR Adult,Dulwich Hill Line,5
Dec-20,Free Travel,Dulwich Hill Line,21
Dec-20,Employee,Dulwich Hill Line,20
Dec-20,Sgl Trip LR Child/Youth,Dulwich Hill Line,2
Dec-20,Senior/Pensioner,Dulwich Hill Line,1291
Dec-20,Concession,Dulwich Hill Line,201
Dec-20,Child/Youth,Dulwich Hill Line,181
Dec-20,CTP,Dulwich Hill Line,1278
Dec-20,Adult,Dulwich Hill Line,3446
Dec-20,Sgl Trip LR Adult,Dulwich Hill Line,5
Dec-20,Free Travel,Dulwich Hill Line,11
Dec-20,Employee,Dulwich Hill Line,28
Dec-20,Sgl Trip LR Child/Youth,Dulwich Hill Line,3
Dec-20,Senior/Pensioner,Dulwich Hill Line,1421
Dec-20,Concession,Dulwich Hill Line,276
Dec-20,Child/Youth,Dulwich Hill Line,388
Dec-20,CTP,Dulwich Hill Line,1579
Dec-20,Adult,Dulwich Hill Line,3768
Dec-20,Employee,Dulwich Hill Line,43
Dec-20,Free Travel,Dulwich Hill Line,8
Dec-20,Sgl Trip LR Adult,Dulwich Hill Line,7
Dec-20,Senior/Pensioner,Dulwich Hill Line,1728
Dec-20,Sgl Trip LR Child/Youth,Dulwich Hill Line,3
Dec-20,Adult,Dulwich Hill Line,4611
Dec-20,CTP,Dulwich Hill Line,1671
Dec-20,Child/Youth,Dulwich Hill Line,458
Dec-20,Concession,Dulwich Hill Line,321
Dec-20,Employee,Dulwich Hill Line,60
Dec-20,Free Travel,Dulwich Hill Line,24
Dec-20,School Student,Dulwich Hill Line,573
Dec-20,Sgl Trip LR Adult,Dulwich Hill Line,2
Dec-20,Senior/Pensioner,Dulwich Hill Line,2452
Dec-20,Sgl Trip LR Child/Youth,Dulwich Hill Line,3
Dec-20,Adult,Dulwich Hill Line,7022
Dec-20,CTP,Dulwich Hill Line,2712
Dec-20,Child/Youth,Dulwich Hill Line,434
Dec-20,Concession,Dulwich Hill Line,463
Dec-20,Employee,Dulwich Hill Line,31
Dec-20,Free Travel,Dulwich Hill Line,11
Dec-20,Sgl Trip LR Adult,Dulwich Hill Line,4
Dec-20,Adult,Dulwich Hill Line,4378
Dec-20,CTP,Dulwich Hill Line,1709
Dec-20,Child/Youth,Dulwich Hill Line,481
Dec-20,Concession,Dulwich Hill Line,335
Dec-20,Senior/Pensioner,Dulwich Hill Line,1452
Dec-20,Sgl Trip LR Child/Youth,Dulwich Hill Line,4
Dec-20,Employee,Dulwich Hill Line,30
Dec-20,Free Travel,Dulwich Hill Line,17
Dec-20,School Student,Dulwich Hill Line,330
Dec-20,Sgl Trip LR Adult,Dulwich Hill Line,14
Dec-20,Senior/Pensioner,Dulwich Hill Line,2747
Dec-20,Sgl Trip LR Child/Youth,Dulwich Hill Line,3
Dec-20,Adult,Dulwich Hill Line,7249
Dec-20,CTP,Dulwich Hill Line,2822
Dec-20,Child/Youth,Dulwich Hill Line,434
Dec-20,Day Pass without SAF,Dulwich Hill Line,1
Dec-20,Concession,Dulwich Hill Line,579
Dec-20,Employee,Dulwich Hill Line,56
Dec-20,Free Travel,Dulwich Hill Line,16
Dec-20,Sgl Trip LR Adult,Dulwich Hill Line,2
Dec-20,Adult,Dulwich Hill Line,4789
Dec-20,CTP,Dulwich Hill Line,1921
Dec-20,Child/Youth,Dulwich Hill Line,695
Dec-20,Concession,Dulwich Hill Line,335
Dec-20,Senior/Pensioner,Dulwich Hill Line,1999
Dec-20,Sgl Trip LR Child/Youth,Dulwich Hill Line,6
Dec-20,Employee,Dulwich Hill Line,60
Dec-20,Free Travel,Dulwich Hill Line,25
Dec-20,Sgl Trip LR Adult,Dulwich Hill Line,7
Dec-20,Adult,Dulwich Hill Line,5799
Dec-20,CTP,Dulwich Hill Line,2299
Dec-20,Child/Youth,Dulwich Hill Line,693
Dec-20,Concession,Dulwich Hill Line,396
Dec-20,Senior/Pensioner,Dulwich Hill Line,2311
Dec-20,Sgl Trip LR Child/Youth,Dulwich Hill Line,5
Dec-20,Employee,Dulwich Hill Line,37
Dec-20,Free Travel,Dulwich Hill Line,22
Dec-20,School Student,Dulwich Hill Line,337
Dec-20,Sgl Trip LR Adult,Dulwich Hill Line,13
Dec-20,Senior/Pensioner,Dulwich Hill Line,3262
Dec-20,Sgl Trip LR Child/Youth,Dulwich Hill Line,5
Dec-20,Adult,Dulwich Hill Line,7639
Dec-20,CTP,Dulwich Hill Line,3059
Dec-20,Child/Youth,Dulwich Hill Line,452
Dec-20,Concession,Dulwich Hill Line,572
Dec-20,Employee,Dulwich Hill Line,52
Dec-20,Free Travel,Dulwich Hill Line,19
Dec-20,Sgl Trip LR Adult,Dulwich Hill Line,6
Dec-20,Senior/Pensioner,Dulwich Hill Line,2459
Dec-20,Sgl Trip LR Child/Youth,Dulwich Hill Line,7
Dec-20,Adult,Dulwich Hill Line,6321
Dec-20,CTP,Dulwich Hill Line,2642
Dec-20,Child/Youth,Dulwich Hill Line,899
Dec-20,Concession,Dulwich Hill Line,519
Dec-20,Employee,Dulwich Hill Line,44
Dec-20,Free Travel,Dulwich Hill Line,22
Dec-20,School Student,Dulwich Hill Line,324
Dec-20,Sgl Trip LR Adult,Dulwich Hill Line,4
Dec-20,Free Travel,Dulwich Hill Line,9
Dec-20,Sgl Trip LR Adult,Dulwich Hill Line,18
Dec-20,Employee,Dulwich Hill Line,46
Dec-20,Concession,Dulwich Hill Line,346
Dec-20,Child/Youth,Dulwich Hill Line,458
Dec-20,Senior/Pensioner,Dulwich Hill Line,2471
Dec-20,CTP,Dulwich Hill Line,1907
Dec-20,Sgl Trip LR Child/Youth,Dulwich Hill Line,6
Dec-20,Adult,Dulwich Hill Line,5006
Dec-20,Sgl Trip LR Child/Youth,Dulwich Hill Line,8
Dec-20,Adult,Dulwich Hill Line,7459
Dec-20,Senior/Pensioner,Dulwich Hill Line,1577
Dec-20,CTP,Dulwich Hill Line,3049
Dec-20,Child/Youth,Dulwich Hill Line,584
Dec-20,Concession,Dulwich Hill Line,614
Dec-20,Employee,Dulwich Hill Line,55
Dec-20,Free Travel,Dulwich Hill Line,22
Dec-20,School Student,Dulwich Hill Line,312
Dec-20,Sgl Trip LR Adult,Dulwich Hill Line,10
Dec-20,Senior/Pensioner,Dulwich Hill Line,2488
Dec-20,Sgl Trip LR Child/Youth,Dulwich Hill Line,1
Dec-20,Adult,Dulwich Hill Line,6525
Dec-20,CTP,Dulwich Hill Line,2528
Dec-20,Child/Youth,Dulwich Hill Line,456
Dec-20,Concession,Dulwich Hill Line,443
Dec-20,Employee,Dulwich Hill Line,47
Dec-20,Free Travel,Dulwich Hill Line,21
Dec-20,Sgl Trip LR Adult,Dulwich Hill Line,18
Dec-20,Senior/Pensioner,Dulwich Hill Line,2175
Dec-20,Sgl Trip LR Child/Youth,Dulwich Hill Line,12
Dec-20,Adult,Dulwich Hill Line,5643
Dec-20,CTP,Dulwich Hill Line,2369
Dec-20,Child/Youth,Dulwich Hill Line,641
Dec-20,Concession,Dulwich Hill Line,473
Dec-20,Employee,Dulwich Hill Line,60
Dec-20,Free Travel,Dulwich Hill Line,14
Dec-20,Sgl Trip LR Adult,Dulwich Hill Line,14
Dec-20,Senior/Pensioner,Dulwich Hill Line,2587
Dec-20,Sgl Trip LR Child/Youth,Dulwich Hill Line,15
Dec-20,Adult,Dulwich Hill Line,6571
Dec-20,CTP,Dulwich Hill Line,2603
Dec-20,Child/Youth,Dulwich Hill Line,986
Dec-20,Concession,Dulwich Hill Line,517
Dec-20,Sgl Trip LR Adult,Dulwich Hill Line,6
Dec-20,Free Travel,Dulwich Hill Line,4
Dec-20,Employee,Dulwich Hill Line,30
Dec-20,Concession,Dulwich Hill Line,229
Dec-20,Child/Youth,Dulwich Hill Line,323
Dec-20,CTP,Dulwich Hill Line,1586
Dec-20,Employee,Dulwich Hill Line,51
Dec-20,Free Travel,Dulwich Hill Line,17
Dec-20,Adult,Dulwich Hill Line,3868
Dec-20,School Student,Dulwich Hill Line,291
Dec-20,Sgl Trip LR Adult,Dulwich Hill Line,8
Dec-20,Sgl Trip LR Child/Youth,Dulwich Hill Line,12
Dec-20,Employee,Dulwich Hill Line,54
Dec-20,Free Travel,Dulwich Hill Line,20
Dec-20,Senior/Pensioner,Dulwich Hill Line,2500
Dec-20,School Student,Dulwich Hill Line,97
Dec-20,Sgl Trip LR Adult,Dulwich Hill Line,8
Dec-20,Senior/Pensioner,Dulwich Hill Line,1344
Dec-20,Sgl Trip LR Child/Youth,Dulwich Hill Line,5
Dec-20,Adult,Dulwich Hill Line,6976
Dec-20,Senior/Pensioner,Dulwich Hill Line,3229
Dec-20,CTP,Dulwich Hill Line,2741
Dec-20,Sgl Trip LR Child/Youth,Dulwich Hill Line,9
Dec-20,Child/Youth,Dulwich Hill Line,700
Dec-20,Concession,Dulwich Hill Line,553
Dec-20,Adult,Dulwich Hill Line,8723
Dec-20,CTP,Dulwich Hill Line,3508
Dec-20,Child/Youth,Dulwich Hill Line,1139
Dec-20,Concession,Dulwich Hill Line,686
Dec-20,Employee,Dulwich Hill Line,48
Dec-20,Free Travel,Dulwich Hill Line,16
Dec-20,School Student,Dulwich Hill Line,548
Dec-20,Sgl Trip LR Adult,Dulwich Hill Line,3
Dec-20,Employee,Dulwich Hill Line,58
Dec-20,Free Travel,Dulwich Hill Line,31
Dec-20,Senior/Pensioner,Dulwich Hill Line,3145
Dec-20,School Student,Dulwich Hill Line,448
Dec-20,Sgl Trip LR Adult,Dulwich Hill Line,3
Dec-20,Sgl Trip LR Child/Youth,Dulwich Hill Line,2
Dec-20,Senior/Pensioner,Dulwich Hill Line,2717
Dec-20,Adult,Dulwich Hill Line,7278
Dec-20,Sgl Trip LR Child/Youth,Dulwich Hill Line,4
Dec-20,Employee,Dulwich Hill Line,50
Dec-20,CTP,Dulwich Hill Line,2946
Dec-20,Child/Youth,Dulwich Hill Line,441
Dec-20,Adult,Dulwich Hill Line,6866
Dec-20,Free Travel,Dulwich Hill Line,9
Dec-20,Sgl Trip LR Adult,Dulwich Hill Line,1
Dec-20,Concession,Dulwich Hill Line,580
Dec-20,CTP,Dulwich Hill Line,2728
Dec-20,Adult,Dulwich Hill Line,6008
Dec-20,Child/Youth,Dulwich Hill Line,376
Dec-20,Day Pass without SAF,Dulwich Hill Line,1
Dec-20,Concession,Dulwich Hill Line,478
Dec-20,CTP,Dulwich Hill Line,2456
Dec-20,Child/Youth,Dulwich Hill Line,507
Dec-20,Concession,Dulwich Hill Line,373
Dec-20,Senior/Pensioner,Dulwich Hill Line,2302
Dec-20,Sgl Trip LR Child/Youth,Dulwich Hill Line,1
Dec-20,Employee,Dulwich Hill Line,79
Dec-20,Free Travel,Dulwich Hill Line,20
Dec-20,Sgl Trip LR Adult,Dulwich Hill Line,33
Dec-20,Senior/Pensioner,Dulwich Hill Line,2625
Dec-20,Sgl Trip LR Child/Youth,Dulwich Hill Line,6
Dec-20,Adult,Dulwich Hill Line,7208
Dec-20,CTP,Dulwich Hill Line,2899
Dec-20,Child/Youth,Dulwich Hill Line,956
Dec-20,Concession,Dulwich Hill Line,588
Dec-20,Free Travel,Dulwich Hill Line,22
Dec-20,Employee,Dulwich Hill Line,47
Dec-20,Sgl Trip LR Adult,Dulwich Hill Line,5
Dec-20,Adult,Dulwich Hill Line,4954
Dec-20,CTP,Dulwich Hill Line,1843
Dec-20,Child/Youth,Dulwich Hill Line,493
Dec-20,Concession,Dulwich Hill Line,344
Dec-20,Senior/Pensioner,Dulwich Hill Line,1701
Dec-20,Sgl Trip LR Child/Youth,Dulwich Hill Line,9
Dec-20,Employee,Dulwich Hill Line,83
Dec-20,Free Travel,Dulwich Hill Line,18
Dec-20,School Student,Dulwich Hill Line,81
Dec-20,Sgl Trip LR Adult,Dulwich Hill Line,12
Dec-20,Senior/Pensioner,Dulwich Hill Line,2942
Dec-20,Sgl Trip LR Child/Youth,Dulwich Hill Line,5
Dec-20,Adult,Dulwich Hill Line,8419
Dec-20,CTP,Dulwich Hill Line,3433
Dec-20,Day Pass without SAF,Dulwich Hill Line,1
Dec-20,Child/Youth,Dulwich Hill Line,920
Dec-20,Concession,Dulwich Hill Line,674
Dec-20,Free Travel,Dulwich Hill Line,5
Dec-20,Employee,Dulwich Hill Line,35
Dec-20,Sgl Trip LR Adult,Dulwich Hill Line,7
Dec-20,Adult,Dulwich Hill Line,4765
Dec-20,CTP,Dulwich Hill Line,1956
Dec-20,Child/Youth,Dulwich Hill Line,445
Dec-20,Concession,Dulwich Hill Line,398
Dec-20,Senior/Pensioner,Dulwich Hill Line,1575
Dec-20,Sgl Trip LR Child/Youth,Dulwich Hill Line,6
Dec-20,Employee,Dulwich Hill Line,80
Dec-20,Free Travel,Dulwich Hill Line,32
Dec-20,School Student,Dulwich Hill Line,413
Dec-20,Sgl Trip LR Adult,Dulwich Hill Line,14
Dec-20,Senior/Pensioner,Dulwich Hill Line,3212
Dec-20,Sgl Trip LR Child/Youth,Dulwich Hill Line,6
Dec-20,Adult,Dulwich Hill Line,8861
Dec-20,CTP,Dulwich Hill Line,3623
Dec-20,Child/Youth,Dulwich Hill Line,634
Dec-20,Concession,Dulwich Hill Line,735
Dec-20,Employee,Dulwich Hill Line,108
Dec-20,Free Travel,Dulwich Hill Line,26
Dec-20,School Student,Dulwich Hill Line,405
Dec-20,Sgl Trip LR Adult,Dulwich Hill Line,14
Dec-20,Senior/Pensioner,Dulwich Hill Line,2939
Dec-20,Sgl Trip LR Child/Youth,Dulwich Hill Line,2
Dec-20,Adult,Dulwich Hill Line,8263
Dec-20,CTP,Dulwich Hill Line,3275
Dec-20,Child/Youth,Dulwich Hill Line,554
Dec-20,Concession,Dulwich Hill Line,662
Dec-20,Sgl Trip LR Adult,Randwick Line,15
Dec-20,Employee,Randwick Line,55
Dec-20,Concession,Randwick Line,353
Dec-20,Child/Youth,Randwick Line,515
Dec-20,CTP,Randwick Line,2374
Dec-20,Adult,Randwick Line,4736
Dec-20,Sgl Trip LR Child/Youth,Randwick Line,10
Dec-20,Senior/Pensioner,Randwick Line,1161
Dec-20,Free Travel,Randwick Line,9
Dec-20,Employee,Randwick Line,94
Dec-20,School Student,Randwick Line,672
Dec-20,Sgl Trip LR Adult,Randwick Line,17
Dec-20,Free Travel,Randwick Line,29
Dec-20,Senior/Pensioner,Randwick Line,2837
Dec-20,Sgl Trip LR Child/Youth,Randwick Line,12
Dec-20,Adult,Randwick Line,10792
Dec-20,CTP,Randwick Line,5496
Dec-20,Child/Youth,Randwick Line,791
Dec-20,Concession,Randwick Line,1146
Dec-20,Employee,Randwick Line,87
Dec-20,School Student,Randwick Line,642
Dec-20,Sgl Trip LR Adult,Randwick Line,20
Dec-20,Free Travel,Randwick Line,27
Dec-20,Senior/Pensioner,Randwick Line,2800
Dec-20,Sgl Trip LR Child/Youth,Randwick Line,12
Dec-20,Adult,Randwick Line,10201
Dec-20,CTP,Randwick Line,5068
Dec-20,Child/Youth,Randwick Line,526
Dec-20,Concession,Randwick Line,1245
Dec-20,Employee,Randwick Line,132
Dec-20,Sgl Trip LR Adult,Randwick Line,47
Dec-20,Free Travel,Randwick Line,22
Dec-20,Senior/Pensioner,Randwick Line,2617
Dec-20,Sgl Trip LR Child/Youth,Randwick Line,24
Dec-20,Adult,Randwick Line,10375
Dec-20,CTP,Randwick Line,5769
Dec-20,Child/Youth,Randwick Line,1399
Dec-20,Concession,Randwick Line,1112
Dec-20,Sgl Trip LR Adult,Randwick Line,3
Dec-20,Employee,Randwick Line,38
Dec-20,Sgl Trip LR Child/Youth,Randwick Line,5
Dec-20,Senior/Pensioner,Randwick Line,685
Dec-20,Free Travel,Randwick Line,11
Dec-20,Concession,Randwick Line,154
Dec-20,Child/Youth,Randwick Line,222
Dec-20,CTP,Randwick Line,1477
Dec-20,Adult,Randwick Line,3196
Dec-20,Sgl Trip LR Adult,Randwick Line,7
Dec-20,Employee,Randwick Line,50
Dec-20,Sgl Trip LR Child/Youth,Randwick Line,7
Dec-20,Senior/Pensioner,Randwick Line,1005
Dec-20,Free Travel,Randwick Line,9
Dec-20,Concession,Randwick Line,291
Dec-20,Child/Youth,Randwick Line,442
Dec-20,CTP,Randwick Line,2123
Dec-20,Adult,Randwick Line,3880
Dec-20,Employee,Randwick Line,51
Dec-20,Sgl Trip LR Adult,Randwick Line,16
Dec-20,Free Travel,Randwick Line,6
Dec-20,Senior/Pensioner,Randwick Line,1061
Dec-20,Sgl Trip LR Child/Youth,Randwick Line,9
Dec-20,Adult,Randwick Line,4787
Dec-20,CTP,Randwick Line,2442
Dec-20,Child/Youth,Randwick Line,509
Dec-20,Concession,Randwick Line,397
Dec-20,Employee,Randwick Line,77
Dec-20,School Student,Randwick Line,575
Dec-20,Sgl Trip LR Adult,Randwick Line,8
Dec-20,Free Travel,Randwick Line,19
Dec-20,Senior/Pensioner,Randwick Line,2140
Dec-20,Sgl Trip LR Child/Youth,Randwick Line,5
Dec-20,Adult,Randwick Line,7936
Dec-20,CTP,Randwick Line,3687
Dec-20,Child/Youth,Randwick Line,259
Dec-20,Concession,Randwick Line,987
Dec-20,Employee,Randwick Line,69
Dec-20,Sgl Trip LR Adult,Randwick Line,3
Dec-20,Adult,Randwick Line,4543
Dec-20,CTP,Randwick Line,2444
Dec-20,Child/Youth,Randwick Line,443
Dec-20,Concession,Randwick Line,359
Dec-20,Free Travel,Randwick Line,12
Dec-20,Senior/Pensioner,Randwick Line,1166
Dec-20,Sgl Trip LR Child/Youth,Randwick Line,2
Dec-20,Employee,Randwick Line,104
Dec-20,Day Pass without SAF,Randwick Line,1
Dec-20,School Student,Randwick Line,570
Dec-20,Sgl Trip LR Adult,Randwick Line,20
Dec-20,Free Travel,Randwick Line,26
Dec-20,Senior/Pensioner,Randwick Line,2812
Dec-20,Sgl Trip LR Child/Youth,Randwick Line,10
Dec-20,Adult,Randwick Line,11677
Dec-20,CTP,Randwick Line,5797
Dec-20,Child/Youth,Randwick Line,810
Dec-20,Concession,Randwick Line,1296
Dec-20,Employee,Randwick Line,54
Dec-20,Sgl Trip LR Adult,Randwick Line,6
Dec-20,Adult,Randwick Line,5056
Dec-20,CTP,Randwick Line,2705
Dec-20,Child/Youth,Randwick Line,539
Dec-20,Concession,Randwick Line,410
Dec-20,Free Travel,Randwick Line,11
Dec-20,Senior/Pensioner,Randwick Line,1352
Dec-20,Sgl Trip LR Child/Youth,Randwick Line,5
Dec-20,Employee,Randwick Line,62
Dec-20,Sgl Trip LR Adult,Randwick Line,10
Dec-20,Adult,Randwick Line,6432
Dec-20,CTP,Randwick Line,3291
Dec-20,Child/Youth,Randwick Line,498
Dec-20,Concession,Randwick Line,523
Dec-20,Free Travel,Randwick Line,14
Dec-20,Senior/Pensioner,Randwick Line,1710
Dec-20,Sgl Trip LR Child/Youth,Randwick Line,13
Dec-20,Day Pass without SAF,Randwick Line,2
Dec-20,Employee,Randwick Line,96
Dec-20,School Student,Randwick Line,588
Dec-20,Sgl Trip LR Adult,Randwick Line,11
Dec-20,Free Travel,Randwick Line,21
Dec-20,Senior/Pensioner,Randwick Line,2826
Dec-20,Sgl Trip LR Child/Youth,Randwick Line,7
Dec-20,Adult,Randwick Line,9974
Dec-20,CTP,Randwick Line,5025
Dec-20,Child/Youth,Randwick Line,526
Dec-20,Concession,Randwick Line,1271
Dec-20,Employee,Randwick Line,118
Dec-20,Sgl Trip LR Adult,Randwick Line,23
Dec-20,Free Travel,Randwick Line,31
Dec-20,Senior/Pensioner,Randwick Line,2439
Dec-20,Sgl Trip LR Child/Youth,Randwick Line,23
Dec-20,Adult,Randwick Line,10923
Dec-20,CTP,Randwick Line,5387
Dec-20,Child/Youth,Randwick Line,1527
Dec-20,Concession,Randwick Line,969
Dec-20,Employee,Randwick Line,82
Dec-20,School Student,Randwick Line,542
Dec-20,Sgl Trip LR Adult,Randwick Line,11
Dec-20,Day Pass without SAF,Randwick Line,1
Dec-20,Sgl Trip LR Adult,Randwick Line,21
Dec-20,Employee,Randwick Line,60
Dec-20,Free Travel,Randwick Line,24
Dec-20,Concession,Randwick Line,451
Dec-20,Child/Youth,Randwick Line,333
Dec-20,Senior/Pensioner,Randwick Line,2373
Dec-20,CTP,Randwick Line,2672
Dec-20,Sgl Trip LR Child/Youth,Randwick Line,8
Dec-20,Adult,Randwick Line,5960
Dec-20,Adult,Randwick Line,9274
Dec-20,Sgl Trip LR Child/Youth,Randwick Line,8
Dec-20,Senior/Pensioner,Randwick Line,1420
Dec-20,CTP,Randwick Line,4773
Dec-20,Free Travel,Randwick Line,12
Dec-20,Child/Youth,Randwick Line,593
Dec-20,Concession,Randwick Line,1120
Dec-20,Employee,Randwick Line,82
Dec-20,School Student,Randwick Line,545
Dec-20,Sgl Trip LR Adult,Randwick Line,16
Dec-20,Free Travel,Randwick Line,17
Dec-20,Senior/Pensioner,Randwick Line,2264
Dec-20,Sgl Trip LR Child/Youth,Randwick Line,6
Dec-20,Adult,Randwick Line,8204
Dec-20,CTP,Randwick Line,4057
Dec-20,Child/Youth,Randwick Line,409
Dec-20,Concession,Randwick Line,980
Dec-20,Employee,Randwick Line,70
Dec-20,Sgl Trip LR Adult,Randwick Line,28
Dec-20,Free Travel,Randwick Line,16
Dec-20,Senior/Pensioner,Randwick Line,1627
Dec-20,Sgl Trip LR Child/Youth,Randwick Line,19
Dec-20,Adult,Randwick Line,7007
Dec-20,CTP,Randwick Line,3649
Dec-20,Child/Youth,Randwick Line,795
Dec-20,Concession,Randwick Line,713
Dec-20,Employee,Randwick Line,81
Dec-20,Sgl Trip LR Adult,Randwick Line,37
Dec-20,Free Travel,Randwick Line,15
Dec-20,Senior/Pensioner,Randwick Line,2168
Dec-20,Sgl Trip LR Child/Youth,Randwick Line,31
Dec-20,Adult,Randwick Line,7876
Dec-20,CTP,Randwick Line,4057
Dec-20,Child/Youth,Randwick Line,1203
Dec-20,Concession,Randwick Line,774
Dec-20,Sgl Trip LR Adult,Randwick Line,11
Dec-20,Employee,Randwick Line,60
Dec-20,Concession,Randwick Line,329
Dec-20,Child/Youth,Randwick Line,455
Dec-20,CTP,Randwick Line,2678
Dec-20,Employee,Randwick Line,82
Dec-20,Adult,Randwick Line,4796
Dec-20,School Student,Randwick Line,583
Dec-20,Sgl Trip LR Adult,Randwick Line,8
Dec-20,Sgl Trip LR Child/Youth,Randwick Line,6
Dec-20,Free Travel,Randwick Line,20
Dec-20,Employee,Randwick Line,132
Dec-20,Senior/Pensioner,Randwick Line,2450
Dec-20,School Student,Randwick Line,128
Dec-20,Sgl Trip LR Adult,Randwick Line,21
Dec-20,Senior/Pensioner,Randwick Line,1057
Dec-20,Sgl Trip LR Child/Youth,Randwick Line,10
Dec-20,Free Travel,Randwick Line,24
Dec-20,Free Travel,Randwick Line,7
Dec-20,Adult,Randwick Line,8961
Dec-20,CTP,Randwick Line,4412
Dec-20,Senior/Pensioner,Randwick Line,3165
Dec-20,Sgl Trip LR Child/Youth,Randwick Line,13
Dec-20,Child/Youth,Randwick Line,666
Dec-20,Concession,Randwick Line,1063
Dec-20,Adult,Randwick Line,12245
Dec-20,CTP,Randwick Line,6235
Dec-20,Child/Youth,Randwick Line,1470
Dec-20,Concession,Randwick Line,1348
Dec-20,Employee,Randwick Line,129
Dec-20,School Student,Randwick Line,605
Dec-20,Sgl Trip LR Adult,Randwick Line,10
Dec-20,Free Travel,Randwick Line,17
Dec-20,Employee,Randwick Line,82
Dec-20,Senior/Pensioner,Randwick Line,2468
Dec-20,School Student,Randwick Line,606
Dec-20,Sgl Trip LR Adult,Randwick Line,8
Dec-20,Free Travel,Randwick Line,26
Dec-20,Sgl Trip LR Child/Youth,Randwick Line,1
Dec-20,Senior/Pensioner,Randwick Line,2504
Dec-20,Day Pass without SAF,Randwick Line,3
Dec-20,Adult,Randwick Line,8396
Dec-20,Employee,Randwick Line,74
Dec-20,Sgl Trip LR Child/Youth,Randwick Line,5
Dec-20,CTP,Randwick Line,3845
Dec-20,Child/Youth,Randwick Line,314
Dec-20,Adult,Randwick Line,8746
Dec-20,Sgl Trip LR Adult,Randwick Line,9
Dec-20,Concession,Randwick Line,997
Dec-20,CTP,Randwick Line,4142
Dec-20,Adult,Randwick Line,6138
Dec-20,Child/Youth,Randwick Line,359
Dec-20,Concession,Randwick Line,1020
Dec-20,CTP,Randwick Line,3110
Dec-20,Child/Youth,Randwick Line,447
Dec-20,Concession,Randwick Line,454
Dec-20,Free Travel,Randwick Line,13
Dec-20,Senior/Pensioner,Randwick Line,1476
Dec-20,Sgl Trip LR Child/Youth,Randwick Line,3
Dec-20,Employee,Randwick Line,131
Dec-20,Sgl Trip LR Adult,Randwick Line,27
Dec-20,Free Travel,Randwick Line,26
Dec-20,Senior/Pensioner,Randwick Line,2488
Dec-20,Sgl Trip LR Child/Youth,Randwick Line,26
Dec-20,Adult,Randwick Line,10034
Dec-20,CTP,Randwick Line,5221
Dec-20,Child/Youth,Randwick Line,1225
Dec-20,Concession,Randwick Line,935
Dec-20,Employee,Randwick Line,67
Dec-20,Sgl Trip LR Adult,Randwick Line,8
Dec-20,Adult,Randwick Line,6103
Dec-20,CTP,Randwick Line,3010
Dec-20,Child/Youth,Randwick Line,458
Dec-20,Concession,Randwick Line,490
Dec-20,Free Travel,Randwick Line,14
Dec-20,Senior/Pensioner,Randwick Line,1488
Dec-20,Sgl Trip LR Child/Youth,Randwick Line,3
Dec-20,Employee,Randwick Line,102
Dec-20,School Student,Randwick Line,135
Dec-20,Sgl Trip LR Adult,Randwick Line,17
Dec-20,Free Travel,Randwick Line,22
Dec-20,Senior/Pensioner,Randwick Line,2354
Dec-20,Sgl Trip LR Child/Youth,Randwick Line,10
Dec-20,Adult,Randwick Line,10403
Dec-20,CTP,Randwick Line,5286
Dec-20,Child/Youth,Randwick Line,1018
Dec-20,Concession,Randwick Line,1076
Dec-20,Employee,Randwick Line,51
Dec-20,Sgl Trip LR Adult,Randwick Line,4
Dec-20,Adult,Randwick Line,3692
Dec-20,CTP,Randwick Line,2001
Dec-20,Child/Youth,Randwick Line,296
Dec-20,Concession,Randwick Line,258
Dec-20,Free Travel,Randwick Line,5
Dec-20,Senior/Pensioner,Randwick Line,1036
Dec-20,Sgl Trip LR Child/Youth,Randwick Line,2
Dec-20,Employee,Randwick Line,148
Dec-20,School Student,Randwick Line,608
Dec-20,Sgl Trip LR Adult,Randwick Line,19
Dec-20,Free Travel,Randwick Line,34
Dec-20,Senior/Pensioner,Randwick Line,3011
Dec-20,Sgl Trip LR Child/Youth,Randwick Line,5
Dec-20,Adult,Randwick Line,11332
Dec-20,CTP,Randwick Line,5780
Dec-20,Child/Youth,Randwick Line,713
Dec-20,Concession,Randwick Line,1393
Dec-20,Employee,Randwick Line,128
Dec-20,School Student,Randwick Line,546
